"user_id","signup_date","device_type","acquisition_channel","city_tier","age_group"
954,"2024-02-20","Android","Organic","Tier-2","18-24"
955,"2024-05-08","Android","Organic","Tier-3","25-34"
956,"2024-06-15","Android","YouTube","Tier-1","45+"
957,"2024-03-29","Web","Google Ads","Tier-2","25-34"
958,"2024-06-13","Android","Instagram","Tier-3","25-34"
959,"2024-04-27","Android","YouTube","Tier-2","18-24"
960,"2024-06-20","Android","Google Ads","Tier-1","35-44"
961,"2024-06-24","iOS","Instagram","Tier-2","18-24"
962,"2024-01-09","Android","Google Ads","Tier-3","25-34"
963,"2024-06-06","Android","Google Ads","Tier-3","18-24"
964,"2024-03-16","Web","YouTube","Tier-3","35-44"
965,"2024-03-04","Web","Google Ads","Tier-1","35-44"
966,"2024-05-29","Web","Instagram","Tier-1","25-34"
967,"2024-03-16","iOS","Google Ads","Tier-1","18-24"
968,"2024-06-11","Web","Google Ads","Tier-2","35-44"
969,"2024-02-17","Android","Google Ads","Tier-1","18-24"
970,"2024-01-16","iOS","YouTube","Tier-3","18-24"
971,"2024-05-12","iOS","YouTube","Tier-1","18-24"
972,"2024-03-17","Web","Instagram","Tier-3","25-34"
973,"2024-01-15","Android","Instagram","Tier-1","18-24"
974,"2024-06-05","Android","Google Ads","Tier-3","25-34"
975,"2024-06-28","Android","Instagram","Tier-1","45+"
976,"2024-02-14","Android","Google Ads","Tier-1","18-24"
977,"2024-04-07","Web","YouTube","Tier-1","18-24"
978,"2024-05-10","Android","Instagram","Tier-1","45+"
979,"2024-04-12","Android","Google Ads","Tier-2","25-34"
980,"2024-04-27","iOS","YouTube","Tier-1","25-34"
981,"2024-01-04","Web","Instagram","Tier-2","18-24"
982,"2024-02-01","Android","YouTube","Tier-1","45+"
983,"2024-02-20","Web","Organic","Tier-1","18-24"
984,"2024-04-11","Web","Google Ads","Tier-2","35-44"
985,"2024-04-16","iOS","YouTube","Tier-1","18-24"
986,"2024-01-12","Android","Google Ads","Tier-1","18-24"
987,"2024-01-24","iOS","Instagram","Tier-2","18-24"
988,"2024-01-25","Web","Instagram","Tier-2","25-34"
989,"2024-05-01","Android","Instagram","Tier-2","45+"
990,"2024-04-08","iOS","Instagram","Tier-2","45+"
991,"2024-02-28","Web","YouTube","Tier-2","25-34"
992,"2024-02-03","iOS","Instagram","Tier-3","25-34"
993,"2024-06-24","iOS","YouTube","Tier-1","18-24"
994,"2024-03-31","Android","Organic","Tier-1","35-44"
995,"2024-01-14","iOS","Google Ads","Tier-2","18-24"
996,"2024-06-08","Web","Google Ads","Tier-1","25-34"
997,"2024-04-04","Web","Organic","Tier-3","18-24"
998,"2024-04-06","Android","Organic","Tier-3","45+"
999,"2024-03-09","Android","YouTube","Tier-1","45+"
1000,"2024-02-24","iOS","Google Ads","Tier-3","18-24"
1001,"2024-02-08","Web","Google Ads","Tier-1","25-34"
1002,"2024-05-07","iOS","Google Ads","Tier-3","35-44"
1003,"2024-01-22","iOS","YouTube","Tier-2","18-24"
1004,"2024-03-22","Web","Google Ads","Tier-3","25-34"
1005,"2024-03-03","iOS","Instagram","Tier-3","35-44"
1006,"2024-01-21","iOS","YouTube","Tier-3","18-24"
1007,"2024-03-25","Android","Instagram","Tier-2","18-24"
1008,"2024-02-05","Android","Organic","Tier-1","18-24"
1009,"2024-04-06","iOS","YouTube","Tier-1","18-24"
1010,"2024-02-24","Web","YouTube","Tier-1","18-24"
1011,"2024-02-04","Web","Instagram","Tier-2","18-24"
1012,"2024-01-25","Android","Instagram","Tier-2","18-24"
1013,"2024-02-11","Android","Instagram","Tier-2","25-34"
1014,"2024-06-25","iOS","YouTube","Tier-3","25-34"
1015,"2024-03-27","Web","Google Ads","Tier-1","25-34"
1016,"2024-03-28","Android","Instagram","Tier-1","25-34"
1017,"2024-04-12","Android","Organic","Tier-3","35-44"
1018,"2024-01-29","Web","Instagram","Tier-3","25-34"
1019,"2024-03-21","iOS","Organic","Tier-3","45+"
1020,"2024-02-27","Web","Instagram","Tier-2","25-34"
1021,"2024-02-18","Android","Google Ads","Tier-3","25-34"
1022,"2024-01-28","Android","YouTube","Tier-1","18-24"
1023,"2024-01-12","iOS","Google Ads","Tier-2","25-34"
1024,"2024-03-04","iOS","Instagram","Tier-3","35-44"
1025,"2024-05-04","Web","Organic","Tier-3","18-24"
1026,"2024-04-21","Web","Instagram","Tier-2","18-24"
1027,"2024-04-25","iOS","Organic","Tier-3","25-34"
1028,"2024-02-09","Web","Instagram","Tier-3","25-34"
1029,"2024-06-18","iOS","Instagram","Tier-3","18-24"
1030,"2024-01-04","Android","Instagram","Tier-3","35-44"
1031,"2024-06-06","Web","Organic","Tier-1","35-44"
1032,"2024-06-24","iOS","Google Ads","Tier-3","35-44"
1033,"2024-02-08","Web","YouTube","Tier-2","35-44"
1034,"2024-03-21","Android","Instagram","Tier-1","25-34"
1035,"2024-06-27","Web","Instagram","Tier-2","45+"
1036,"2024-02-18","Android","Google Ads","Tier-2","45+"
1037,"2024-02-22","Web","Instagram","Tier-1","45+"
1038,"2024-05-28","Android","YouTube","Tier-2","35-44"
1039,"2024-03-21","Android","Instagram","Tier-3","25-34"
1040,"2024-04-01","Android","Organic","Tier-3","45+"
1041,"2024-02-11","iOS","Google Ads","Tier-2","25-34"
1042,"2024-06-26","Web","Google Ads","Tier-1","35-44"
1043,"2024-03-27","Android","Google Ads","Tier-1","35-44"
1044,"2024-06-13","Android","Google Ads","Tier-3","18-24"
1045,"2024-05-15","iOS","Instagram","Tier-3","35-44"
1046,"2024-04-30","Android","Instagram","Tier-3","45+"
1047,"2024-02-17","iOS","Google Ads","Tier-3","18-24"
1048,"2024-01-12","iOS","YouTube","Tier-3","35-44"
1049,"2024-04-02","Android","Google Ads","Tier-2","25-34"
1050,"2024-04-22","Android","Google Ads","Tier-2","45+"
1051,"2024-05-20","Android","Instagram","Tier-2","25-34"
1052,"2024-01-13","Android","YouTube","Tier-1","35-44"
1053,"2024-03-02","iOS","Google Ads","Tier-3","18-24"
1054,"2024-03-04","Android","Instagram","Tier-3","45+"
1055,"2024-06-09","Android","Organic","Tier-2","35-44"
1056,"2024-04-02","Android","Organic","Tier-1","25-34"
1057,"2024-06-13","Android","YouTube","Tier-3","25-34"
1058,"2024-02-25","iOS","YouTube","Tier-2","45+"
1059,"2024-06-15","Android","Instagram","Tier-3","25-34"
1060,"2024-01-13","Web","YouTube","Tier-2","25-34"
1061,"2024-05-10","Android","Instagram","Tier-2","35-44"
1062,"2024-01-08","iOS","YouTube","Tier-2","45+"
1063,"2024-06-10","iOS","Google Ads","Tier-3","45+"
1064,"2024-01-17","iOS","Organic","Tier-1","25-34"
1065,"2024-05-24","Android","YouTube","Tier-1","18-24"
1066,"2024-03-03","Android","Google Ads","Tier-2","18-24"
1067,"2024-06-08","iOS","Google Ads","Tier-1","18-24"
1068,"2024-05-27","Web","Organic","Tier-1","45+"
1069,"2024-03-16","iOS","Organic","Tier-2","25-34"
1070,"2024-04-26","Android","Instagram","Tier-3","45+"
1071,"2024-01-27","iOS","Instagram","Tier-3","18-24"
1072,"2024-05-03","iOS","Instagram","Tier-2","25-34"
1073,"2024-03-29","Android","YouTube","Tier-2","18-24"
1074,"2024-02-29","Android","Google Ads","Tier-2","35-44"
1075,"2024-06-07","iOS","Google Ads","Tier-3","45+"
1076,"2024-01-19","iOS","Google Ads","Tier-1","35-44"
1077,"2024-02-28","iOS","Organic","Tier-2","18-24"
1078,"2024-04-28","Web","Organic","Tier-3","35-44"
1079,"2024-05-31","Android","Google Ads","Tier-1","25-34"
1080,"2024-02-07","Android","Google Ads","Tier-1","18-24"
1081,"2024-02-18","Web","YouTube","Tier-2","18-24"
1082,"2024-04-03","Web","Google Ads","Tier-2","35-44"
1083,"2024-02-03","iOS","YouTube","Tier-2","18-24"
1084,"2024-02-24","iOS","Organic","Tier-1","18-24"
1085,"2024-05-20","Web","Organic","Tier-3","35-44"
1086,"2024-04-01","Web","YouTube","Tier-1","35-44"
1087,"2024-04-06","Android","YouTube","Tier-1","25-34"
1088,"2024-03-18","iOS","Instagram","Tier-3","35-44"
1089,"2024-03-17","Android","Organic","Tier-3","25-34"
1090,"2024-05-29","iOS","Google Ads","Tier-3","45+"
1091,"2024-01-08","iOS","Instagram","Tier-3","35-44"
1092,"2024-05-27","Web","YouTube","Tier-1","18-24"
1093,"2024-05-11","iOS","Google Ads","Tier-3","18-24"
1094,"2024-06-11","iOS","Google Ads","Tier-3","25-34"
1095,"2024-06-08","Web","Instagram","Tier-2","45+"
1096,"2024-05-07","iOS","Instagram","Tier-3","25-34"
1097,"2024-06-27","Android","YouTube","Tier-3","35-44"
1098,"2024-02-16","Web","Instagram","Tier-1","35-44"
1099,"2024-05-19","iOS","Google Ads","Tier-1","25-34"
1100,"2024-06-14","Android","Organic","Tier-2","45+"
1101,"2024-06-14","Web","YouTube","Tier-1","35-44"
1102,"2024-06-11","Web","Google Ads","Tier-3","25-34"
1103,"2024-04-06","Web","Instagram","Tier-3","25-34"
1104,"2024-05-19","Android","Organic","Tier-3","35-44"
1105,"2024-04-27","Web","YouTube","Tier-3","18-24"
1106,"2024-04-01","Android","Google Ads","Tier-2","25-34"
1107,"2024-03-20","iOS","Organic","Tier-2","25-34"
1108,"2024-05-09","Android","Google Ads","Tier-2","25-34"
1109,"2024-04-05","Web","Google Ads","Tier-3","35-44"
1110,"2024-06-09","Android","Organic","Tier-2","25-34"
1111,"2024-01-20","iOS","Organic","Tier-2","35-44"
1112,"2024-04-04","Android","YouTube","Tier-2","25-34"
1113,"2024-04-26","Web","Google Ads","Tier-1","35-44"
1114,"2024-02-22","Android","Instagram","Tier-2","45+"
1115,"2024-06-17","iOS","YouTube","Tier-1","18-24"
1116,"2024-04-03","Web","Organic","Tier-2","35-44"
1117,"2024-01-09","Android","Instagram","Tier-2","18-24"
1118,"2024-01-18","Android","YouTube","Tier-1","35-44"
1119,"2024-02-06","iOS","Instagram","Tier-3","35-44"
1120,"2024-02-06","Android","Google Ads","Tier-3","25-34"
1121,"2024-06-29","iOS","YouTube","Tier-3","18-24"
1122,"2024-06-16","Android","Organic","Tier-1","25-34"
1123,"2024-06-26","Web","Organic","Tier-3","35-44"
1124,"2024-04-02","iOS","YouTube","Tier-3","25-34"
1125,"2024-01-11","Web","YouTube","Tier-3","18-24"
1126,"2024-06-16","Web","Instagram","Tier-3","18-24"
1127,"2024-04-26","Android","Organic","Tier-3","25-34"
1128,"2024-03-27","Android","Google Ads","Tier-1","25-34"
1129,"2024-03-03","Android","Instagram","Tier-3","18-24"
1130,"2024-04-06","iOS","YouTube","Tier-1","35-44"
1131,"2024-01-02","iOS","Instagram","Tier-3","45+"
1132,"2024-02-02","iOS","YouTube","Tier-1","45+"
1133,"2024-02-08","Android","Instagram","Tier-1","25-34"
1134,"2024-05-20","Web","Google Ads","Tier-2","18-24"
1135,"2024-03-06","Web","Organic","Tier-3","25-34"
1136,"2024-03-05","Web","Instagram","Tier-2","45+"
1137,"2024-03-02","Android","Organic","Tier-1","35-44"
1138,"2024-03-11","iOS","YouTube","Tier-2","35-44"
1139,"2024-04-23","Android","Google Ads","Tier-1","45+"
1140,"2024-06-11","iOS","Instagram","Tier-3","18-24"
1141,"2024-06-11","Web","Instagram","Tier-3","25-34"
1142,"2024-04-22","iOS","Google Ads","Tier-2","18-24"
1143,"2024-03-25","iOS","Organic","Tier-3","18-24"
1144,"2024-04-23","Android","Instagram","Tier-1","45+"
1145,"2024-03-11","Android","Instagram","Tier-1","35-44"
1146,"2024-02-07","iOS","YouTube","Tier-1","25-34"
1147,"2024-06-10","Android","Instagram","Tier-3","35-44"
1148,"2024-04-06","Android","Instagram","Tier-3","25-34"
1149,"2024-02-01","Android","Instagram","Tier-1","18-24"
1150,"2024-04-25","iOS","Instagram","Tier-1","45+"
1151,"2024-03-01","iOS","YouTube","Tier-1","25-34"
1152,"2024-06-06","Web","Instagram","Tier-1","18-24"
1153,"2024-02-18","Android","Organic","Tier-2","18-24"
1154,"2024-06-11","iOS","Organic","Tier-2","25-34"
1155,"2024-02-15","iOS","Google Ads","Tier-2","25-34"
1156,"2024-03-19","Android","YouTube","Tier-2","35-44"
1157,"2024-05-24","Web","Instagram","Tier-1","25-34"
1158,"2024-05-10","Android","YouTube","Tier-1","45+"
1159,"2024-03-10","Web","YouTube","Tier-3","25-34"
1160,"2024-02-20","iOS","YouTube","Tier-2","35-44"
1161,"2024-05-04","Android","Google Ads","Tier-1","35-44"
1162,"2024-05-01","Android","Organic","Tier-3","25-34"
1163,"2024-04-12","Android","YouTube","Tier-1","18-24"
1164,"2024-06-26","Android","Instagram","Tier-1","35-44"
1165,"2024-03-31","Web","Google Ads","Tier-1","25-34"
1166,"2024-06-16","iOS","Organic","Tier-3","45+"
1167,"2024-02-22","iOS","YouTube","Tier-3","35-44"
1168,"2024-05-31","iOS","Organic","Tier-1","18-24"
1169,"2024-04-05","Web","Google Ads","Tier-2","18-24"
1170,"2024-02-04","Android","Organic","Tier-1","45+"
1171,"2024-06-20","Android","Instagram","Tier-2","25-34"
1172,"2024-05-06","Android","Instagram","Tier-2","18-24"
1173,"2024-06-29","Web","Google Ads","Tier-3","18-24"
1174,"2024-02-06","Web","Organic","Tier-1","25-34"
1175,"2024-06-10","iOS","Instagram","Tier-3","25-34"
1176,"2024-01-06","iOS","YouTube","Tier-3","25-34"
1177,"2024-05-01","Web","Google Ads","Tier-3","45+"
1178,"2024-01-02","Web","YouTube","Tier-1","25-34"
1179,"2024-01-05","Web","Google Ads","Tier-2","18-24"
1180,"2024-05-18","iOS","Instagram","Tier-3","45+"
1181,"2024-06-27","Android","Instagram","Tier-3","45+"
1182,"2024-01-30","iOS","YouTube","Tier-2","25-34"
1183,"2024-06-28","Android","Google Ads","Tier-2","18-24"
1184,"2024-02-17","iOS","Organic","Tier-1","18-24"
1185,"2024-03-13","iOS","Instagram","Tier-1","45+"
1186,"2024-02-17","iOS","Instagram","Tier-3","35-44"
1187,"2024-03-01","Android","Google Ads","Tier-1","25-34"
1188,"2024-03-03","iOS","Organic","Tier-3","18-24"
1189,"2024-04-13","iOS","Instagram","Tier-1","18-24"
1190,"2024-05-18","Android","Google Ads","Tier-2","18-24"
1191,"2024-02-29","iOS","Google Ads","Tier-3","18-24"
1192,"2024-02-28","Web","YouTube","Tier-2","35-44"
1193,"2024-06-26","iOS","Instagram","Tier-2","18-24"
1194,"2024-03-07","iOS","Instagram","Tier-3","18-24"
1195,"2024-01-07","iOS","Google Ads","Tier-3","45+"
1196,"2024-03-02","Web","Instagram","Tier-2","35-44"
1197,"2024-04-16","iOS","Google Ads","Tier-1","18-24"
1198,"2024-04-23","Android","Organic","Tier-3","18-24"
1199,"2024-02-20","iOS","YouTube","Tier-1","18-24"
1200,"2024-04-01","Android","Instagram","Tier-2","25-34"
1201,"2024-05-04","Android","YouTube","Tier-1","25-34"
1202,"2024-05-27","Web","Organic","Tier-3","35-44"
1203,"2024-01-04","Android","Organic","Tier-3","25-34"
1204,"2024-06-16","Web","Google Ads","Tier-3","18-24"
1205,"2024-01-12","Web","Google Ads","Tier-1","25-34"
1206,"2024-02-06","Web","Organic","Tier-2","45+"
1207,"2024-06-27","iOS","Organic","Tier-1","25-34"
1208,"2024-05-05","iOS","YouTube","Tier-2","25-34"
1209,"2024-04-22","Android","Organic","Tier-1","35-44"
1210,"2024-05-11","Android","YouTube","Tier-2","45+"
1211,"2024-05-07","Web","Instagram","Tier-3","18-24"
1212,"2024-03-14","Android","Instagram","Tier-1","45+"
1213,"2024-01-22","iOS","Organic","Tier-2","18-24"
1214,"2024-03-16","Android","Google Ads","Tier-2","18-24"
1215,"2024-04-10","iOS","Organic","Tier-2","45+"
1216,"2024-04-18","Android","YouTube","Tier-3","25-34"
1217,"2024-02-08","Android","YouTube","Tier-1","35-44"
1218,"2024-05-25","iOS","Instagram","Tier-3","18-24"
1219,"2024-05-04","iOS","Google Ads","Tier-1","25-34"
1220,"2024-01-02","iOS","YouTube","Tier-2","18-24"
1221,"2024-04-13","iOS","Google Ads","Tier-2","35-44"
1222,"2024-04-22","iOS","Instagram","Tier-2","18-24"
1223,"2024-04-15","Android","YouTube","Tier-1","35-44"
1224,"2024-03-16","Web","Google Ads","Tier-2","45+"
1225,"2024-05-02","iOS","Google Ads","Tier-2","45+"
1226,"2024-02-15","Web","YouTube","Tier-3","18-24"
1227,"2024-02-25","Android","YouTube","Tier-3","35-44"
1228,"2024-05-07","Android","Organic","Tier-1","25-34"
1229,"2024-01-17","Web","Organic","Tier-2","25-34"
1230,"2024-01-31","Android","Organic","Tier-2","35-44"
1231,"2024-06-29","iOS","Instagram","Tier-3","25-34"
1232,"2024-05-07","iOS","YouTube","Tier-1","45+"
1233,"2024-04-14","iOS","Google Ads","Tier-1","18-24"
1234,"2024-06-26","iOS","Google Ads","Tier-3","45+"
1235,"2024-04-04","Android","Instagram","Tier-2","45+"
1236,"2024-05-30","Web","YouTube","Tier-2","45+"
1237,"2024-01-08","Android","Google Ads","Tier-3","18-24"
1238,"2024-05-14","iOS","Google Ads","Tier-2","25-34"
1239,"2024-01-23","Web","YouTube","Tier-1","25-34"
1240,"2024-02-29","Android","Google Ads","Tier-3","25-34"
1241,"2024-04-27","Web","YouTube","Tier-3","25-34"
1242,"2024-04-28","Android","YouTube","Tier-3","25-34"
1243,"2024-03-16","iOS","Instagram","Tier-2","18-24"
1244,"2024-06-06","Android","Google Ads","Tier-1","25-34"
1245,"2024-05-26","iOS","YouTube","Tier-3","18-24"
1246,"2024-06-01","Android","Instagram","Tier-1","25-34"
1247,"2024-06-19","Web","Instagram","Tier-1","45+"
1248,"2024-04-24","Web","Organic","Tier-2","35-44"
1249,"2024-04-07","Android","Instagram","Tier-1","25-34"
1250,"2024-06-17","Android","Instagram","Tier-1","25-34"
1251,"2024-03-15","Android","Organic","Tier-3","18-24"
1252,"2024-01-08","iOS","YouTube","Tier-2","45+"
1253,"2024-01-08","iOS","Google Ads","Tier-2","18-24"
1254,"2024-01-01","Web","Instagram","Tier-2","18-24"
1255,"2024-02-13","Android","Organic","Tier-1","35-44"
1256,"2024-03-30","Android","Instagram","Tier-1","25-34"
1257,"2024-03-17","Web","YouTube","Tier-2","45+"
1258,"2024-06-17","Android","YouTube","Tier-2","25-34"
1259,"2024-02-24","iOS","YouTube","Tier-1","25-34"
1260,"2024-02-29","iOS","Instagram","Tier-3","35-44"
1261,"2024-02-14","iOS","Instagram","Tier-2","45+"
1262,"2024-05-16","iOS","Organic","Tier-1","35-44"
1263,"2024-03-08","Web","Instagram","Tier-1","45+"
1264,"2024-01-29","Web","Instagram","Tier-1","18-24"
1265,"2024-01-16","Android","Google Ads","Tier-2","18-24"
1266,"2024-06-18","Android","Google Ads","Tier-3","18-24"
1267,"2024-03-16","Android","YouTube","Tier-3","25-34"
1268,"2024-04-11","Android","YouTube","Tier-1","25-34"
1269,"2024-06-21","iOS","YouTube","Tier-1","25-34"
1270,"2024-01-28","Android","Organic","Tier-2","18-24"
1271,"2024-03-17","Web","YouTube","Tier-2","25-34"
1272,"2024-05-14","iOS","YouTube","Tier-1","25-34"
1273,"2024-01-31","Android","Instagram","Tier-3","45+"
1274,"2024-02-06","Android","Instagram","Tier-3","18-24"
1275,"2024-01-14","iOS","Google Ads","Tier-3","25-34"
1276,"2024-04-30","Android","Instagram","Tier-3","25-34"
1277,"2024-04-12","Android","Google Ads","Tier-1","18-24"
1278,"2024-03-25","Web","Google Ads","Tier-2","25-34"
1279,"2024-04-13","Android","Google Ads","Tier-2","25-34"
1280,"2024-01-19","Web","Instagram","Tier-3","25-34"
1281,"2024-03-27","iOS","YouTube","Tier-2","25-34"
1282,"2024-04-04","Android","Instagram","Tier-1","25-34"
1283,"2024-03-30","iOS","Instagram","Tier-3","45+"
1284,"2024-06-18","Web","Instagram","Tier-3","18-24"
1285,"2024-06-29","iOS","YouTube","Tier-3","25-34"
1286,"2024-05-29","Web","YouTube","Tier-2","25-34"
1287,"2024-05-24","iOS","YouTube","Tier-2","45+"
1288,"2024-05-27","iOS","Instagram","Tier-1","18-24"
1289,"2024-01-17","iOS","Google Ads","Tier-1","18-24"
1290,"2024-05-12","Android","Organic","Tier-1","45+"
1291,"2024-04-16","Web","Google Ads","Tier-3","18-24"
1292,"2024-04-08","Android","Organic","Tier-2","35-44"
1293,"2024-04-01","Web","Instagram","Tier-3","45+"
1294,"2024-04-16","iOS","YouTube","Tier-3","45+"
1295,"2024-03-18","Android","Google Ads","Tier-3","25-34"
1296,"2024-03-14","Web","YouTube","Tier-1","18-24"
1297,"2024-06-01","Web","YouTube","Tier-1","45+"
1298,"2024-06-10","iOS","Google Ads","Tier-3","25-34"
1299,"2024-04-03","Android","YouTube","Tier-3","45+"
1300,"2024-03-07","Android","Organic","Tier-1","25-34"
1301,"2024-06-16","iOS","Organic","Tier-1","18-24"
1302,"2024-01-22","Android","YouTube","Tier-2","45+"
1303,"2024-01-19","iOS","Organic","Tier-2","25-34"
1304,"2024-03-06","Android","Google Ads","Tier-2","45+"
1305,"2024-06-14","Web","YouTube","Tier-3","18-24"
1306,"2024-06-13","Web","Instagram","Tier-3","45+"
1307,"2024-03-31","Web","Google Ads","Tier-1","35-44"
1308,"2024-04-03","Android","Organic","Tier-2","18-24"
1309,"2024-05-12","Web","Instagram","Tier-2","45+"
1310,"2024-03-15","Android","Google Ads","Tier-1","25-34"
1311,"2024-01-24","Android","Organic","Tier-3","35-44"
1312,"2024-04-17","iOS","Google Ads","Tier-1","18-24"
1313,"2024-04-10","Web","Google Ads","Tier-3","18-24"
1314,"2024-03-01","Android","Instagram","Tier-2","45+"
1315,"2024-05-31","Web","YouTube","Tier-3","25-34"
1316,"2024-01-15","Web","Organic","Tier-2","45+"
1317,"2024-01-24","iOS","YouTube","Tier-2","45+"
1318,"2024-01-04","iOS","Organic","Tier-3","35-44"
1319,"2024-06-20","Android","Google Ads","Tier-1","25-34"
1320,"2024-05-25","Android","Google Ads","Tier-2","35-44"
1321,"2024-03-27","Web","YouTube","Tier-3","45+"
1322,"2024-03-21","iOS","Google Ads","Tier-2","45+"
1323,"2024-06-11","iOS","YouTube","Tier-2","35-44"
1324,"2024-01-29","Android","Google Ads","Tier-3","35-44"
1325,"2024-03-07","iOS","Google Ads","Tier-2","18-24"
1326,"2024-03-19","Android","YouTube","Tier-3","35-44"
1327,"2024-01-18","Web","Instagram","Tier-1","35-44"
1328,"2024-01-24","iOS","Organic","Tier-1","45+"
1329,"2024-01-01","Web","YouTube","Tier-3","18-24"
1330,"2024-01-03","Web","YouTube","Tier-2","25-34"
1331,"2024-05-31","iOS","Google Ads","Tier-3","35-44"
1332,"2024-01-30","Web","Google Ads","Tier-2","18-24"
1333,"2024-04-18","iOS","Google Ads","Tier-3","35-44"
1334,"2024-03-28","Android","Instagram","Tier-1","25-34"
1335,"2024-05-30","Android","YouTube","Tier-2","35-44"
1336,"2024-03-31","Android","Organic","Tier-2","35-44"
1337,"2024-05-05","Android","Google Ads","Tier-3","45+"
1338,"2024-05-16","iOS","Instagram","Tier-2","25-34"
1339,"2024-01-03","Android","YouTube","Tier-1","35-44"
1340,"2024-02-07","Android","Google Ads","Tier-2","35-44"
1341,"2024-02-10","iOS","Instagram","Tier-1","18-24"
1342,"2024-02-22","iOS","Google Ads","Tier-3","35-44"
1343,"2024-06-29","Android","Google Ads","Tier-1","45+"
1344,"2024-01-02","Android","Instagram","Tier-2","35-44"
1345,"2024-04-18","Android","Instagram","Tier-3","35-44"
1346,"2024-02-10","iOS","Organic","Tier-3","25-34"
1347,"2024-05-31","Web","YouTube","Tier-1","25-34"
1348,"2024-01-13","Android","YouTube","Tier-3","18-24"
1349,"2024-01-02","Web","Organic","Tier-3","45+"
1350,"2024-05-31","Android","Organic","Tier-3","18-24"
1351,"2024-02-03","iOS","Google Ads","Tier-2","35-44"
1352,"2024-01-22","Android","Organic","Tier-1","18-24"
1353,"2024-01-25","Android","Organic","Tier-3","18-24"
1354,"2024-04-04","iOS","Instagram","Tier-2","25-34"
1355,"2024-05-30","Android","Organic","Tier-2","18-24"
1356,"2024-04-24","iOS","Google Ads","Tier-3","25-34"
1357,"2024-04-26","iOS","YouTube","Tier-3","25-34"
1358,"2024-03-20","Web","Organic","Tier-1","45+"
1359,"2024-02-29","Android","Google Ads","Tier-1","45+"
1360,"2024-01-22","Android","YouTube","Tier-2","18-24"
1361,"2024-03-15","Android","Instagram","Tier-1","18-24"
1362,"2024-06-18","Web","Organic","Tier-3","18-24"
1363,"2024-05-22","Web","Google Ads","Tier-2","35-44"
1364,"2024-05-23","iOS","YouTube","Tier-1","35-44"
1365,"2024-01-15","Android","Organic","Tier-1","35-44"
1366,"2024-05-03","iOS","Google Ads","Tier-3","25-34"
1367,"2024-02-23","Android","YouTube","Tier-1","35-44"
1368,"2024-03-02","iOS","Organic","Tier-2","35-44"
1369,"2024-06-14","iOS","Instagram","Tier-2","25-34"
1370,"2024-06-02","Android","Google Ads","Tier-2","18-24"
1371,"2024-03-30","Web","Google Ads","Tier-3","18-24"
1372,"2024-04-12","Android","YouTube","Tier-3","25-34"
1373,"2024-05-20","Web","Instagram","Tier-2","45+"
1374,"2024-04-26","Android","Instagram","Tier-3","25-34"
1375,"2024-01-31","Web","Organic","Tier-2","35-44"
1376,"2024-05-21","iOS","YouTube","Tier-1","35-44"
1377,"2024-04-11","Web","YouTube","Tier-1","25-34"
1378,"2024-04-22","Web","Instagram","Tier-1","35-44"
1379,"2024-02-18","Android","Google Ads","Tier-3","18-24"
1380,"2024-03-17","iOS","Organic","Tier-1","25-34"
1381,"2024-06-09","iOS","YouTube","Tier-2","18-24"
1382,"2024-02-05","iOS","Google Ads","Tier-2","18-24"
1383,"2024-06-15","Web","Instagram","Tier-1","18-24"
1384,"2024-03-14","Web","Instagram","Tier-2","18-24"
1385,"2024-03-15","Web","YouTube","Tier-1","25-34"
1386,"2024-06-05","Android","Instagram","Tier-3","18-24"
1387,"2024-06-03","Android","Instagram","Tier-3","25-34"
1388,"2024-02-12","Android","Google Ads","Tier-1","45+"
1389,"2024-03-22","Android","YouTube","Tier-3","25-34"
1390,"2024-06-08","Android","Instagram","Tier-3","25-34"
1391,"2024-05-10","Android","Instagram","Tier-3","25-34"
1392,"2024-04-24","iOS","YouTube","Tier-3","18-24"
1393,"2024-03-17","Web","Instagram","Tier-1","25-34"
1394,"2024-05-12","Web","Instagram","Tier-2","18-24"
1395,"2024-06-24","Web","Instagram","Tier-3","25-34"
1396,"2024-04-06","Web","Organic","Tier-1","45+"
1397,"2024-05-20","iOS","Google Ads","Tier-3","25-34"
1398,"2024-05-02","Android","Instagram","Tier-3","25-34"
1399,"2024-04-11","Android","Google Ads","Tier-1","25-34"
1400,"2024-01-06","Android","Google Ads","Tier-1","18-24"
1401,"2024-03-09","Android","YouTube","Tier-3","35-44"
1402,"2024-01-07","Web","Instagram","Tier-2","45+"
1403,"2024-05-28","iOS","Instagram","Tier-3","35-44"
1404,"2024-06-13","iOS","Google Ads","Tier-3","45+"
1405,"2024-01-12","iOS","Organic","Tier-2","18-24"
1406,"2024-03-07","Web","Instagram","Tier-3","18-24"
1407,"2024-01-30","Android","Instagram","Tier-3","18-24"
1408,"2024-03-10","Android","Instagram","Tier-1","45+"
1409,"2024-05-11","Web","YouTube","Tier-3","45+"
1410,"2024-01-04","Web","Instagram","Tier-2","45+"
1411,"2024-03-31","Android","Instagram","Tier-1","18-24"
1412,"2024-06-27","iOS","Instagram","Tier-2","45+"
1413,"2024-04-12","iOS","Instagram","Tier-2","18-24"
1414,"2024-05-25","iOS","YouTube","Tier-2","18-24"
1415,"2024-02-27","Android","Google Ads","Tier-1","25-34"
1416,"2024-02-21","Android","Google Ads","Tier-3","25-34"
