"subscription_id","user_id","plan_type","start_date","end_date","cancellation_reason","churn_flag"
923,69,"Annual_3999","2024-05-23","2024-08-13","Hard to Cancel",1
924,302,"Quarterly_1299","2024-01-03","","",0
925,1578,"Monthly_499","2024-03-03","","",0
926,799,"Quarterly_1299","2024-01-16","","",0
927,1947,"Quarterly_1299","2024-04-03","2024-04-16","Hard to Cancel",1
928,725,"Monthly_499","2024-05-21","","",0
929,411,"Monthly_499","2024-01-16","","",0
930,996,"Monthly_499","2024-01-02","2024-03-09","Hard to Cancel",1
931,691,"Annual_3999","2024-06-16","","",0
932,2878,"Quarterly_1299","2024-06-14","2024-07-25","Found Better App",1
933,1066,"Monthly_499","2024-01-09","","",0
934,723,"Annual_3999","2024-06-18","","",0
935,2451,"Monthly_499","2024-02-22","2024-04-24","Found Better App",1
936,1331,"Monthly_499","2024-04-13","","",0
937,315,"Monthly_499","2024-05-07","","",0
938,165,"Monthly_499","2024-03-24","2024-05-01","Too Expensive",1
939,1104,"Quarterly_1299","2024-05-21","","",0
940,2904,"Monthly_499","2024-05-26","2024-06-23","Hard to Cancel",1
941,133,"Quarterly_1299","2024-05-20","2024-07-19","Hard to Cancel",1
942,1368,"Annual_3999","2024-01-11","","",0
943,1541,"Monthly_499","2024-02-04","","",0
944,504,"Monthly_499","2024-03-13","2024-06-08","Found Better App",1
945,2998,"Monthly_499","2024-01-09","","",0
946,839,"Monthly_499","2024-03-17","2024-06-07","Hard to Cancel",1
947,2197,"Quarterly_1299","2024-03-10","","",0
948,182,"Quarterly_1299","2024-06-25","2024-08-06","Too Expensive",1
949,1777,"Monthly_499","2024-02-19","2024-05-10","Hard to Cancel",1
950,2301,"Monthly_499","2024-04-10","","",0
951,506,"Annual_3999","2024-05-03","2024-07-06","Found Better App",1
952,2714,"Monthly_499","2024-04-08","2024-07-02","Too Expensive",1
953,2731,"Quarterly_1299","2024-06-12","2024-08-22","Hard to Cancel",1
954,1679,"Quarterly_1299","2024-02-19","","",0
955,221,"Monthly_499","2024-03-28","2024-06-18","Hard to Cancel",1
956,1643,"Monthly_499","2024-04-14","","",0
957,1691,"Monthly_499","2024-03-23","2024-06-17","Hard to Cancel",1
958,2979,"Monthly_499","2024-03-21","","",0
959,1517,"Monthly_499","2024-01-01","","",0
960,2927,"Monthly_499","2024-03-11","","",0
961,1917,"Annual_3999","2024-03-08","","",0
962,209,"Annual_3999","2024-04-21","","",0
963,302,"Annual_3999","2024-06-04","2024-08-20","Hard to Cancel",1
964,544,"Quarterly_1299","2024-03-26","","",0
965,551,"Annual_3999","2024-05-08","","",0
966,680,"Monthly_499","2024-04-20","","",0
967,2402,"Annual_3999","2024-01-14","","",0
968,796,"Monthly_499","2024-03-16","2024-04-01","Not Using App",1
969,2521,"Monthly_499","2024-05-17","2024-08-04","Found Better App",1
970,2959,"Annual_3999","2024-01-31","","",0
971,136,"Quarterly_1299","2024-03-12","2024-05-08","Found Better App",1
972,2311,"Monthly_499","2024-01-21","","",0
973,2828,"Monthly_499","2024-06-09","2024-08-28","Hard to Cancel",1
974,1164,"Monthly_499","2024-05-09","","",0
975,1616,"Monthly_499","2024-05-26","","",0
976,1044,"Quarterly_1299","2024-04-10","","",0
977,2068,"Monthly_499","2024-04-04","2024-04-29","Hard to Cancel",1
978,2236,"Monthly_499","2024-02-29","2024-04-02","Hard to Cancel",1
979,2339,"Monthly_499","2024-03-31","","",0
980,719,"Monthly_499","2024-01-27","","",0
981,204,"Monthly_499","2024-03-27","","",0
982,2422,"Quarterly_1299","2024-04-23","","",0
983,996,"Annual_3999","2024-04-13","","",0
984,1282,"Monthly_499","2024-02-28","","",0
985,1990,"Monthly_499","2024-01-19","","",0
986,2438,"Quarterly_1299","2024-02-14","2024-05-08","Found Better App",1
987,1256,"Monthly_499","2024-04-13","2024-06-05","Found Better App",1
988,2695,"Monthly_499","2024-05-21","","",0
989,2673,"Monthly_499","2024-03-03","2024-05-16","Too Expensive",1
990,2816,"Monthly_499","2024-02-20","2024-03-28","Not Using App",1
991,952,"Annual_3999","2024-04-16","2024-06-26","Hard to Cancel",1
992,2014,"Annual_3999","2024-02-02","","",0
993,2627,"Quarterly_1299","2024-04-27","2024-07-20","Hard to Cancel",1
994,591,"Monthly_499","2024-03-09","","",0
995,453,"Monthly_499","2024-04-01","","",0
996,2454,"Annual_3999","2024-05-04","","",0
997,1035,"Quarterly_1299","2024-01-27","2024-04-23","Found Better App",1
998,882,"Quarterly_1299","2024-06-19","","",0
999,186,"Quarterly_1299","2024-03-10","","",0
1000,1042,"Monthly_499","2024-02-08","2024-02-28","Too Expensive",1
1001,1345,"Monthly_499","2024-01-24","2024-03-20","Not Using App",1
1002,1287,"Annual_3999","2024-02-12","","",0
1003,350,"Monthly_499","2024-02-24","","",0
1004,546,"Annual_3999","2024-01-18","","",0
1005,2859,"Quarterly_1299","2024-05-11","","",0
1006,247,"Quarterly_1299","2024-03-08","","",0
1007,2886,"Quarterly_1299","2024-06-16","","",0
1008,784,"Monthly_499","2024-04-24","","",0
1009,2117,"Monthly_499","2024-04-25","2024-07-08","Not Using App",1
1010,2415,"Monthly_499","2024-03-29","","",0
1011,544,"Monthly_499","2024-06-22","2024-09-13","Too Expensive",1
1012,871,"Monthly_499","2024-04-23","2024-05-17","Not Using App",1
1013,452,"Monthly_499","2024-04-07","","",0
1014,468,"Quarterly_1299","2024-01-11","","",0
1015,680,"Annual_3999","2024-02-27","","",0
1016,227,"Monthly_499","2024-05-08","2024-06-30","Hard to Cancel",1
1017,1397,"Annual_3999","2024-04-29","","",0
1018,452,"Quarterly_1299","2024-01-04","2024-03-28","Hard to Cancel",1
1019,2550,"Quarterly_1299","2024-06-05","2024-06-25","Not Using App",1
1020,1615,"Monthly_499","2024-02-29","2024-04-25","Not Using App",1
1021,2342,"Quarterly_1299","2024-03-12","","",0
1022,2744,"Quarterly_1299","2024-05-05","","",0
1023,1276,"Quarterly_1299","2024-04-14","2024-06-23","Not Using App",1
1024,2830,"Monthly_499","2024-02-02","","",0
1025,231,"Quarterly_1299","2024-05-22","2024-08-13","Found Better App",1
1026,2945,"Monthly_499","2024-01-13","","",0
1027,1895,"Monthly_499","2024-06-06","2024-06-27","Too Expensive",1
1028,1397,"Monthly_499","2024-04-18","2024-05-05","Found Better App",1
1029,1369,"Quarterly_1299","2024-03-19","","",0
1030,914,"Monthly_499","2024-02-20","","",0
1031,1576,"Monthly_499","2024-05-30","2024-07-20","Hard to Cancel",1
1032,1602,"Monthly_499","2024-01-03","2024-01-22","Not Using App",1
1033,2881,"Monthly_499","2024-05-27","2024-06-30","Not Using App",1
1034,2529,"Monthly_499","2024-06-24","","",0
1035,722,"Quarterly_1299","2024-02-25","2024-03-24","Found Better App",1
1036,619,"Quarterly_1299","2024-05-03","","",0
1037,32,"Monthly_499","2024-03-20","","",0
1038,2821,"Monthly_499","2024-02-15","","",0
1039,1805,"Quarterly_1299","2024-06-08","2024-06-26","Hard to Cancel",1
1040,1895,"Monthly_499","2024-06-26","2024-08-10","Found Better App",1
1041,1332,"Monthly_499","2024-03-03","","",0
1042,2024,"Monthly_499","2024-03-20","","",0
1043,1205,"Annual_3999","2024-02-12","2024-02-27","Not Using App",1
1044,1083,"Monthly_499","2024-05-01","","",0
1045,325,"Monthly_499","2024-03-07","","",0
1046,2740,"Quarterly_1299","2024-01-15","2024-02-29","Found Better App",1
1047,1195,"Monthly_499","2024-01-29","","",0
1048,1825,"Monthly_499","2024-04-21","","",0
1049,989,"Annual_3999","2024-03-12","","",0
1050,2250,"Monthly_499","2024-04-05","2024-05-28","Too Expensive",1
1051,2501,"Annual_3999","2024-01-17","","",0
1052,2436,"Quarterly_1299","2024-03-20","","",0
1053,2831,"Monthly_499","2024-03-13","","",0
1054,2481,"Monthly_499","2024-01-23","2024-02-19","Hard to Cancel",1
1055,2997,"Annual_3999","2024-04-17","2024-05-19","Hard to Cancel",1
1056,1995,"Monthly_499","2024-03-17","2024-04-06","Not Using App",1
1057,1144,"Monthly_499","2024-04-28","2024-07-09","Hard to Cancel",1
1058,2429,"Monthly_499","2024-06-21","","",0
1059,556,"Monthly_499","2024-03-13","2024-06-05","Not Using App",1
1060,2207,"Monthly_499","2024-01-28","2024-03-30","Too Expensive",1
1061,1620,"Monthly_499","2024-02-06","","",0
1062,1207,"Monthly_499","2024-01-15","","",0
1063,583,"Annual_3999","2024-05-05","2024-05-15","Hard to Cancel",1
1064,722,"Monthly_499","2024-01-08","2024-01-20","Too Expensive",1
1065,456,"Quarterly_1299","2024-01-04","2024-03-25","Found Better App",1
1066,385,"Monthly_499","2024-05-17","","",0
1067,2073,"Monthly_499","2024-01-18","","",0
1068,1647,"Quarterly_1299","2024-03-27","2024-05-03","Not Using App",1
1069,2495,"Quarterly_1299","2024-05-30","","",0
1070,817,"Monthly_499","2024-05-22","2024-06-04","Hard to Cancel",1
1071,2255,"Quarterly_1299","2024-04-21","2024-05-06","Hard to Cancel",1
1072,2446,"Annual_3999","2024-06-05","","",0
1073,341,"Monthly_499","2024-03-02","","",0
1074,2583,"Monthly_499","2024-06-18","","",0
1075,284,"Annual_3999","2024-03-20","2024-05-26","Not Using App",1
1076,1298,"Quarterly_1299","2024-01-01","","",0
1077,1349,"Monthly_499","2024-05-09","","",0
1078,345,"Monthly_499","2024-05-08","","",0
1079,54,"Monthly_499","2024-02-23","2024-05-05","Too Expensive",1
1080,567,"Monthly_499","2024-01-03","","",0
1081,2502,"Monthly_499","2024-05-18","2024-07-22","Hard to Cancel",1
1082,470,"Quarterly_1299","2024-03-22","2024-04-18","Too Expensive",1
1083,933,"Annual_3999","2024-05-18","2024-06-14","Too Expensive",1
1084,255,"Quarterly_1299","2024-05-21","","",0
1085,1772,"Monthly_499","2024-02-11","2024-04-12","Not Using App",1
1086,2645,"Annual_3999","2024-01-23","","",0
1087,2107,"Monthly_499","2024-06-16","","",0
1088,1373,"Monthly_499","2024-06-09","2024-06-19","Hard to Cancel",1
1089,1873,"Quarterly_1299","2024-05-12","","",0
1090,714,"Monthly_499","2024-01-07","2024-04-04","Hard to Cancel",1
1091,868,"Quarterly_1299","2024-02-26","","",0
1092,1053,"Monthly_499","2024-02-27","","",0
1093,2580,"Monthly_499","2024-02-12","","",0
1094,1704,"Monthly_499","2024-01-05","2024-01-21","Too Expensive",1
1095,1784,"Monthly_499","2024-03-27","","",0
1096,104,"Monthly_499","2024-03-26","","",0
1097,1963,"Monthly_499","2024-04-20","","",0
1098,1728,"Monthly_499","2024-02-05","","",0
1099,1621,"Monthly_499","2024-05-12","","",0
1100,2008,"Monthly_499","2024-03-30","","",0
1101,2121,"Monthly_499","2024-01-16","2024-02-19","Found Better App",1
1102,420,"Annual_3999","2024-02-17","","",0
1103,2518,"Quarterly_1299","2024-01-14","","",0
1104,1400,"Monthly_499","2024-03-01","2024-03-16","Too Expensive",1
1105,2672,"Monthly_499","2024-05-22","","",0
1106,55,"Annual_3999","2024-02-06","2024-02-25","Found Better App",1
1107,1486,"Monthly_499","2024-04-14","2024-07-06","Found Better App",1
1108,2982,"Monthly_499","2024-01-22","","",0
1109,1294,"Quarterly_1299","2024-02-09","","",0
1110,1140,"Annual_3999","2024-05-29","2024-07-07","Hard to Cancel",1
1111,394,"Monthly_499","2024-02-26","","",0
1112,2559,"Quarterly_1299","2024-04-30","","",0
1113,2836,"Monthly_499","2024-02-01","","",0
1114,423,"Monthly_499","2024-05-17","","",0
1115,2088,"Annual_3999","2024-05-25","2024-06-27","Not Using App",1
1116,730,"Annual_3999","2024-05-14","2024-07-03","Hard to Cancel",1
1117,2635,"Monthly_499","2024-06-19","","",0
1118,1548,"Monthly_499","2024-06-18","","",0
1119,2308,"Monthly_499","2024-03-05","2024-03-21","Not Using App",1
1120,1066,"Annual_3999","2024-02-07","2024-03-23","Too Expensive",1
1121,1952,"Monthly_499","2024-01-11","","",0
1122,2058,"Annual_3999","2024-05-24","2024-07-15","Found Better App",1
1123,2065,"Monthly_499","2024-06-07","","",0
1124,1672,"Annual_3999","2024-01-20","","",0
1125,1141,"Monthly_499","2024-06-15","2024-07-15","Not Using App",1
1126,2297,"Monthly_499","2024-05-07","2024-06-27","Hard to Cancel",1
1127,2623,"Annual_3999","2024-06-12","","",0
1128,74,"Monthly_499","2024-06-13","2024-08-08","Hard to Cancel",1
1129,2752,"Monthly_499","2024-02-03","","",0
1130,297,"Monthly_499","2024-04-03","","",0
1131,1752,"Monthly_499","2024-02-15","","",0
1132,760,"Monthly_499","2024-01-03","","",0
1133,1661,"Quarterly_1299","2024-02-21","","",0
1134,978,"Monthly_499","2024-06-07","2024-08-31","Hard to Cancel",1
1135,505,"Quarterly_1299","2024-04-26","","",0
1136,370,"Annual_3999","2024-04-27","","",0
1137,1780,"Monthly_499","2024-04-23","","",0
1138,1360,"Monthly_499","2024-04-09","2024-05-23","Hard to Cancel",1
1139,2197,"Annual_3999","2024-01-07","","",0
1140,105,"Quarterly_1299","2024-05-22","","",0
1141,1803,"Annual_3999","2024-04-07","","",0
1142,836,"Monthly_499","2024-01-09","","",0
1143,2557,"Quarterly_1299","2024-06-03","","",0
1144,2279,"Monthly_499","2024-06-06","","",0
1145,1586,"Monthly_499","2024-03-12","","",0
1146,2328,"Monthly_499","2024-03-31","2024-04-30","Hard to Cancel",1
1147,819,"Annual_3999","2024-05-15","2024-07-31","Hard to Cancel",1
1148,2851,"Monthly_499","2024-06-03","2024-06-23","Hard to Cancel",1
1149,2603,"Monthly_499","2024-04-14","","",0
1150,2518,"Monthly_499","2024-06-22","2024-08-18","Too Expensive",1
1151,2657,"Monthly_499","2024-05-29","","",0
1152,2436,"Monthly_499","2024-04-07","","",0
1153,2295,"Monthly_499","2024-05-03","2024-06-27","Hard to Cancel",1
1154,2105,"Monthly_499","2024-02-16","2024-03-11","Too Expensive",1
1155,2076,"Monthly_499","2024-01-23","","",0
1156,1229,"Quarterly_1299","2024-05-23","2024-07-05","Hard to Cancel",1
1157,876,"Quarterly_1299","2024-01-24","2024-04-20","Too Expensive",1
1158,1533,"Annual_3999","2024-01-19","","",0
1159,2875,"Monthly_499","2024-01-11","","",0
1160,765,"Monthly_499","2024-04-14","","",0
1161,2348,"Annual_3999","2024-03-21","2024-05-28","Hard to Cancel",1
1162,2560,"Quarterly_1299","2024-01-09","2024-01-27","Found Better App",1
1163,147,"Annual_3999","2024-04-21","","",0
1164,765,"Monthly_499","2024-06-01","","",0
1165,1202,"Monthly_499","2024-05-13","2024-07-20","Found Better App",1
1166,1306,"Quarterly_1299","2024-03-13","2024-05-02","Not Using App",1
1167,532,"Annual_3999","2024-02-20","","",0
1168,1789,"Quarterly_1299","2024-05-04","2024-05-24","Found Better App",1
1169,1708,"Quarterly_1299","2024-06-06","2024-08-30","Found Better App",1
1170,433,"Monthly_499","2024-05-14","2024-05-27","Too Expensive",1
1171,717,"Monthly_499","2024-02-02","2024-02-21","Not Using App",1
1172,2312,"Monthly_499","2024-06-24","","",0
1173,1044,"Quarterly_1299","2024-03-05","","",0
1174,2552,"Monthly_499","2024-03-16","2024-05-05","Hard to Cancel",1
1175,2743,"Quarterly_1299","2024-05-06","","",0
1176,530,"Monthly_499","2024-05-26","2024-07-13","Not Using App",1
1177,1451,"Quarterly_1299","2024-01-10","","",0
1178,2741,"Monthly_499","2024-06-25","","",0
1179,580,"Monthly_499","2024-05-28","2024-06-27","Not Using App",1
1180,391,"Monthly_499","2024-02-26","","",0
1181,2949,"Monthly_499","2024-02-10","2024-04-08","Too Expensive",1
1182,2904,"Annual_3999","2024-05-17","2024-06-14","Too Expensive",1
1183,794,"Annual_3999","2024-04-10","2024-06-01","Not Using App",1
1184,177,"Monthly_499","2024-01-20","","",0
1185,1719,"Monthly_499","2024-02-14","","",0
1186,2094,"Monthly_499","2024-06-18","2024-09-11","Hard to Cancel",1
1187,1507,"Monthly_499","2024-05-10","","",0
1188,1284,"Monthly_499","2024-01-18","","",0
1189,368,"Monthly_499","2024-03-06","2024-04-15","Too Expensive",1
1190,359,"Annual_3999","2024-02-15","","",0
1191,2461,"Monthly_499","2024-01-02","","",0
1192,1913,"Annual_3999","2024-04-11","","",0
1193,605,"Quarterly_1299","2024-05-03","","",0
1194,1555,"Monthly_499","2024-04-23","2024-06-08","Hard to Cancel",1
1195,1091,"Quarterly_1299","2024-03-10","","",0
1196,835,"Annual_3999","2024-04-09","","",0
1197,2854,"Quarterly_1299","2024-06-17","2024-08-24","Found Better App",1
1198,1982,"Annual_3999","2024-03-11","","",0
1199,967,"Monthly_499","2024-05-04","2024-07-30","Hard to Cancel",1
1200,755,"Monthly_499","2024-01-29","","",0
1201,1290,"Quarterly_1299","2024-01-05","2024-01-19","Found Better App",1
1202,1310,"Quarterly_1299","2024-03-18","","",0
1203,2696,"Monthly_499","2024-06-03","2024-08-20","Hard to Cancel",1
1204,147,"Monthly_499","2024-02-20","2024-03-13","Not Using App",1
1205,2290,"Monthly_499","2024-06-08","","",0
1206,388,"Monthly_499","2024-06-26","2024-08-11","Hard to Cancel",1
1207,154,"Annual_3999","2024-05-26","2024-07-17","Too Expensive",1
1208,95,"Quarterly_1299","2024-04-15","2024-05-20","Too Expensive",1
1209,1947,"Monthly_499","2024-05-03","2024-05-16","Hard to Cancel",1
1210,1607,"Quarterly_1299","2024-05-04","2024-07-17","Found Better App",1
1211,2861,"Quarterly_1299","2024-01-26","","",0
1212,1136,"Quarterly_1299","2024-04-10","2024-06-08","Too Expensive",1
1213,2910,"Annual_3999","2024-01-30","2024-03-15","Hard to Cancel",1
1214,668,"Monthly_499","2024-05-22","","",0
1215,451,"Monthly_499","2024-05-19","","",0
1216,1272,"Monthly_499","2024-06-16","2024-07-12","Not Using App",1
1217,1734,"Monthly_499","2024-03-08","","",0
1218,952,"Quarterly_1299","2024-06-22","2024-09-19","Hard to Cancel",1
1219,1103,"Monthly_499","2024-04-23","2024-06-11","Too Expensive",1
1220,283,"Monthly_499","2024-06-14","","",0
1221,2696,"Monthly_499","2024-02-07","2024-03-30","Too Expensive",1
1222,169,"Monthly_499","2024-02-21","","",0
1223,205,"Monthly_499","2024-02-18","","",0
1224,2384,"Annual_3999","2024-03-25","2024-06-19","Not Using App",1
1225,2073,"Monthly_499","2024-02-25","2024-05-08","Not Using App",1
1226,2116,"Monthly_499","2024-05-04","2024-06-25","Hard to Cancel",1
1227,951,"Monthly_499","2024-01-07","2024-03-01","Not Using App",1
1228,1432,"Monthly_499","2024-03-31","","",0
1229,2719,"Quarterly_1299","2024-01-14","2024-02-03","Not Using App",1
1230,2297,"Monthly_499","2024-06-16","","",0
1231,550,"Quarterly_1299","2024-03-18","","",0
1232,2371,"Monthly_499","2024-05-23","","",0
1233,760,"Monthly_499","2024-03-20","","",0
1234,2556,"Monthly_499","2024-05-20","2024-07-22","Hard to Cancel",1
1235,2344,"Quarterly_1299","2024-05-29","","",0
1236,2741,"Monthly_499","2024-02-06","","",0
1237,233,"Annual_3999","2024-01-07","","",0
1238,1649,"Quarterly_1299","2024-05-04","","",0
1239,461,"Quarterly_1299","2024-01-09","","",0
1240,559,"Quarterly_1299","2024-05-31","","",0
1241,1409,"Monthly_499","2024-02-27","","",0
1242,2868,"Quarterly_1299","2024-01-19","","",0
1243,2493,"Annual_3999","2024-02-20","","",0
1244,1691,"Quarterly_1299","2024-06-05","2024-08-28","Found Better App",1
1245,2826,"Monthly_499","2024-06-07","2024-08-30","Hard to Cancel",1
1246,2221,"Quarterly_1299","2024-05-21","2024-07-12","Hard to Cancel",1
1247,2771,"Quarterly_1299","2024-05-06","","",0
1248,1608,"Quarterly_1299","2024-01-09","","",0
1249,2835,"Monthly_499","2024-06-01","2024-08-07","Hard to Cancel",1
1250,771,"Monthly_499","2024-05-31","2024-07-08","Hard to Cancel",1
1251,126,"Quarterly_1299","2024-04-10","","",0
1252,2153,"Annual_3999","2024-01-02","","",0
1253,1995,"Monthly_499","2024-06-12","","",0
1254,2787,"Annual_3999","2024-06-20","","",0
1255,2081,"Quarterly_1299","2024-05-14","","",0
1256,1800,"Quarterly_1299","2024-02-27","","",0
1257,1799,"Monthly_499","2024-01-04","","",0
1258,157,"Monthly_499","2024-01-21","","",0
1259,908,"Monthly_499","2024-03-12","2024-05-04","Too Expensive",1
1260,2319,"Quarterly_1299","2024-01-04","","",0
1261,2007,"Quarterly_1299","2024-06-22","2024-08-31","Not Using App",1
1262,1176,"Quarterly_1299","2024-05-17","","",0
1263,1228,"Monthly_499","2024-03-26","2024-05-26","Too Expensive",1
1264,649,"Monthly_499","2024-02-03","","",0
1265,492,"Quarterly_1299","2024-03-20","2024-05-27","Hard to Cancel",1
1266,2256,"Quarterly_1299","2024-02-02","","",0
1267,1751,"Monthly_499","2024-05-24","","",0
1268,807,"Annual_3999","2024-06-21","","",0
1269,2810,"Monthly_499","2024-05-21","2024-07-05","Not Using App",1
1270,1367,"Quarterly_1299","2024-01-03","","",0
1271,804,"Quarterly_1299","2024-06-14","2024-06-24","Not Using App",1
1272,576,"Quarterly_1299","2024-03-21","","",0
1273,1031,"Quarterly_1299","2024-01-31","","",0
1274,747,"Monthly_499","2024-04-26","2024-06-20","Too Expensive",1
1275,2026,"Quarterly_1299","2024-03-03","","",0
1276,87,"Monthly_499","2024-06-09","2024-07-01","Too Expensive",1
1277,2801,"Monthly_499","2024-04-23","","",0
1278,2556,"Monthly_499","2024-06-21","2024-08-13","Hard to Cancel",1
1279,1198,"Quarterly_1299","2024-06-24","2024-09-20","Not Using App",1
1280,2097,"Monthly_499","2024-02-25","2024-03-15","Not Using App",1
1281,1113,"Annual_3999","2024-04-20","","",0
1282,855,"Monthly_499","2024-06-26","2024-08-24","Hard to Cancel",1
1283,700,"Quarterly_1299","2024-01-20","","",0
1284,2680,"Monthly_499","2024-05-27","2024-07-14","Not Using App",1
1285,1501,"Monthly_499","2024-01-26","2024-03-13","Not Using App",1
1286,420,"Monthly_499","2024-01-29","","",0
1287,2907,"Annual_3999","2024-04-14","2024-04-24","Hard to Cancel",1
1288,950,"Annual_3999","2024-02-01","2024-04-07","Too Expensive",1
1289,2984,"Monthly_499","2024-02-27","2024-04-03","Not Using App",1
1290,2922,"Monthly_499","2024-01-16","2024-04-12","Found Better App",1
1291,2560,"Monthly_499","2024-03-14","2024-04-01","Too Expensive",1
1292,2456,"Quarterly_1299","2024-03-15","","",0
1293,770,"Monthly_499","2024-05-29","2024-08-01","Hard to Cancel",1
1294,1554,"Quarterly_1299","2024-04-30","","",0
1295,2619,"Quarterly_1299","2024-06-05","","",0
1296,1243,"Monthly_499","2024-03-07","","",0
1297,1023,"Monthly_499","2024-02-15","","",0
1298,1125,"Monthly_499","2024-04-23","2024-07-20","Hard to Cancel",1
1299,1440,"Monthly_499","2024-04-08","","",0
1300,184,"Quarterly_1299","2024-06-22","2024-07-08","Found Better App",1
1301,154,"Monthly_499","2024-05-02","2024-07-27","Hard to Cancel",1
1302,573,"Annual_3999","2024-05-08","","",0
1303,1876,"Monthly_499","2024-01-03","","",0
1304,2823,"Monthly_499","2024-01-01","","",0
1305,380,"Quarterly_1299","2024-05-27","2024-06-19","Too Expensive",1
1306,2554,"Quarterly_1299","2024-02-14","","",0
1307,585,"Quarterly_1299","2024-01-08","","",0
1308,2809,"Monthly_499","2024-05-26","","",0
1309,936,"Quarterly_1299","2024-01-23","2024-02-15","Not Using App",1
1310,70,"Annual_3999","2024-01-01","","",0
1311,1848,"Monthly_499","2024-01-04","2024-02-09","Found Better App",1
1312,2903,"Monthly_499","2024-06-05","","",0
1313,109,"Monthly_499","2024-05-29","","",0
1314,167,"Annual_3999","2024-03-14","2024-04-05","Too Expensive",1
1315,140,"Monthly_499","2024-02-29","","",0
1316,2951,"Monthly_499","2024-03-19","","",0
1317,1660,"Monthly_499","2024-02-09","2024-02-29","Too Expensive",1
1318,1988,"Monthly_499","2024-05-02","","",0
1319,1882,"Monthly_499","2024-02-13","","",0
1320,1261,"Monthly_499","2024-03-26","2024-04-30","Hard to Cancel",1
1321,527,"Monthly_499","2024-02-04","","",0
1322,785,"Monthly_499","2024-05-26","","",0
1323,1261,"Quarterly_1299","2024-04-17","","",0
1324,2765,"Monthly_499","2024-01-29","","",0
1325,2987,"Quarterly_1299","2024-01-28","2024-04-17","Hard to Cancel",1
1326,2283,"Monthly_499","2024-04-10","","",0
1327,2198,"Monthly_499","2024-01-21","2024-03-18","Too Expensive",1
1328,2632,"Monthly_499","2024-03-11","","",0
1329,687,"Monthly_499","2024-05-29","","",0
1330,1331,"Monthly_499","2024-06-20","2024-08-12","Hard to Cancel",1
1331,2017,"Annual_3999","2024-04-16","","",0
1332,1376,"Monthly_499","2024-05-17","","",0
1333,2413,"Monthly_499","2024-04-16","","",0
1334,2042,"Monthly_499","2024-06-03","","",0
1335,725,"Monthly_499","2024-03-22","2024-05-24","Too Expensive",1
1336,305,"Annual_3999","2024-04-25","","",0
1337,2713,"Monthly_499","2024-06-27","2024-09-17","Hard to Cancel",1
1338,741,"Monthly_499","2024-04-29","","",0
1339,1258,"Annual_3999","2024-04-25","","",0
1340,2345,"Monthly_499","2024-05-20","2024-06-11","Not Using App",1
1341,290,"Monthly_499","2024-03-03","2024-05-01","Too Expensive",1
1342,1928,"Quarterly_1299","2024-05-10","2024-06-10","Too Expensive",1
1343,2864,"Quarterly_1299","2024-01-21","2024-03-29","Too Expensive",1
1344,1873,"Monthly_499","2024-04-23","","",0
1345,819,"Annual_3999","2024-01-25","","",0
1346,105,"Annual_3999","2024-03-11","2024-05-30","Hard to Cancel",1
1347,2933,"Quarterly_1299","2024-04-04","","",0
1348,814,"Annual_3999","2024-05-16","","",0
1349,2466,"Annual_3999","2024-03-29","2024-06-23","Too Expensive",1
1350,1405,"Monthly_499","2024-03-02","","",0
1351,1056,"Monthly_499","2024-03-17","","",0
1352,2255,"Quarterly_1299","2024-05-28","","",0
1353,768,"Monthly_499","2024-01-02","2024-03-20","Too Expensive",1
1354,2390,"Monthly_499","2024-01-31","","",0
1355,665,"Monthly_499","2024-06-26","2024-08-09","Too Expensive",1
1356,593,"Quarterly_1299","2024-03-28","","",0
1357,2659,"Monthly_499","2024-03-16","","",0
1358,2924,"Quarterly_1299","2024-03-01","","",0
1359,1295,"Monthly_499","2024-06-21","","",0
1360,148,"Quarterly_1299","2024-05-19","2024-08-10","Found Better App",1
1361,106,"Monthly_499","2024-02-26","2024-03-13","Not Using App",1
1362,1700,"Monthly_499","2024-01-27","","",0
1363,1426,"Quarterly_1299","2024-02-12","2024-03-01","Too Expensive",1
1364,522,"Monthly_499","2024-06-25","","",0
1365,881,"Monthly_499","2024-06-01","2024-07-30","Not Using App",1
1366,2557,"Monthly_499","2024-01-06","","",0
1367,1872,"Monthly_499","2024-03-26","2024-06-15","Hard to Cancel",1
1368,1610,"Monthly_499","2024-06-20","","",0
1369,1426,"Annual_3999","2024-01-14","","",0
1370,1455,"Quarterly_1299","2024-01-10","","",0
1371,2330,"Monthly_499","2024-03-10","","",0
1372,102,"Monthly_499","2024-06-12","2024-08-14","Hard to Cancel",1
1373,2800,"Quarterly_1299","2024-01-19","2024-02-01","Not Using App",1
1374,1610,"Quarterly_1299","2024-01-14","","",0
1375,2239,"Monthly_499","2024-06-12","","",0
1376,1336,"Monthly_499","2024-02-18","2024-03-15","Too Expensive",1
1377,2256,"Monthly_499","2024-06-19","","",0
1378,2948,"Monthly_499","2024-03-30","2024-04-19","Hard to Cancel",1
1379,2368,"Quarterly_1299","2024-02-12","2024-03-01","Not Using App",1
1380,2153,"Quarterly_1299","2024-05-20","2024-06-24","Not Using App",1
1381,1908,"Monthly_499","2024-01-03","","",0
1382,877,"Monthly_499","2024-02-06","2024-04-11","Too Expensive",1
1383,117,"Monthly_499","2024-06-16","","",0
1384,1227,"Monthly_499","2024-05-02","","",0
