"session_id","user_id","session_date","screen_name","funnel_stage","time_spent_seconds","action_taken"
7500,471,"2024-01-19","Home",1,196,"clicked"
7501,2460,"2024-04-05","Home",1,62,"viewed"
7502,863,"2024-06-28","Home",1,102,"dropped"
7503,2752,"2024-03-13","Pricing Page",2,31,"clicked"
7504,484,"2024-03-20","Plan Selection",3,49,"viewed"
7505,2580,"2024-04-22","Plan Selection",3,172,"clicked"
7506,2564,"2024-06-11","Confirmation",5,186,"converted"
7507,2010,"2024-05-07","Plan Selection",3,90,"clicked"
7508,969,"2024-01-18","Plan Selection",3,66,"viewed"
7509,1409,"2024-05-17","Pricing Page",2,58,"dropped"
7510,849,"2024-04-18","Home",1,205,"clicked"
7511,427,"2024-03-25","Confirmation",5,41,"converted"
7512,161,"2024-05-23","Payment",4,141,"viewed"
7513,971,"2024-01-08","Pricing Page",2,32,"clicked"
7514,2793,"2024-05-19","Home",1,12,"viewed"
7515,944,"2024-06-22","Payment",4,86,"clicked"
7516,1914,"2024-01-22","Plan Selection",3,12,"dropped"
7517,644,"2024-06-15","Confirmation",5,205,"converted"
7518,155,"2024-02-28","Pricing Page",2,39,"dropped"
7519,840,"2024-04-26","Pricing Page",2,38,"viewed"
7520,1224,"2024-03-08","Plan Selection",3,28,"clicked"
7521,1276,"2024-03-31","Pricing Page",2,57,"clicked"
7522,403,"2024-05-23","Plan Selection",3,91,"clicked"
7523,1862,"2024-06-29","Home",1,130,"viewed"
7524,1337,"2024-02-20","Home",1,104,"dropped"
7525,1312,"2024-05-02","Home",1,69,"clicked"
7526,1745,"2024-01-05","Pricing Page",2,52,"clicked"
7527,1030,"2024-04-06","Plan Selection",3,122,"viewed"
7528,2736,"2024-05-24","Pricing Page",2,64,"clicked"
7529,1223,"2024-02-10","Confirmation",5,162,"converted"
7530,466,"2024-03-29","Confirmation",5,96,"converted"
7531,679,"2024-05-30","Pricing Page",2,64,"dropped"
7532,1222,"2024-06-28","Payment",4,149,"clicked"
7533,1117,"2024-06-25","Payment",4,195,"clicked"
7534,2528,"2024-02-12","Plan Selection",3,116,"viewed"
7535,117,"2024-01-02","Confirmation",5,130,"converted"
7536,702,"2024-03-06","Home",1,104,"dropped"
7537,2119,"2024-03-23","Home",1,103,"viewed"
7538,2365,"2024-03-17","Payment",4,112,"clicked"
7539,2729,"2024-05-02","Plan Selection",3,71,"clicked"
7540,2259,"2024-01-29","Plan Selection",3,42,"dropped"
7541,1938,"2024-04-09","Payment",4,99,"viewed"
7542,1554,"2024-02-19","Payment",4,67,"viewed"
7543,2908,"2024-06-20","Payment",4,72,"dropped"
7544,1331,"2024-06-27","Plan Selection",3,13,"clicked"
7545,1498,"2024-04-11","Pricing Page",2,64,"dropped"
7546,2022,"2024-06-26","Payment",4,99,"viewed"
7547,2015,"2024-04-09","Payment",4,14,"viewed"
7548,1573,"2024-06-04","Payment",4,28,"clicked"
7549,2977,"2024-02-06","Home",1,115,"clicked"
7550,608,"2024-03-03","Home",1,111,"dropped"
7551,1571,"2024-06-28","Pricing Page",2,67,"clicked"
7552,2259,"2024-04-08","Pricing Page",2,56,"clicked"
7553,326,"2024-01-26","Pricing Page",2,44,"dropped"
7554,87,"2024-02-14","Home",1,202,"clicked"
7555,177,"2024-01-24","Pricing Page",2,58,"dropped"
7556,1902,"2024-02-24","Plan Selection",3,45,"dropped"
7557,1782,"2024-06-11","Plan Selection",3,180,"dropped"
7558,223,"2024-06-29","Payment",4,169,"viewed"
7559,625,"2024-06-08","Payment",4,51,"viewed"
7560,86,"2024-06-21","Plan Selection",3,117,"viewed"
7561,1811,"2024-01-17","Plan Selection",3,201,"viewed"
7562,1121,"2024-02-27","Pricing Page",2,42,"clicked"
7563,353,"2024-04-11","Pricing Page",2,54,"dropped"
7564,1426,"2024-01-18","Home",1,201,"viewed"
7565,1044,"2024-05-25","Confirmation",5,114,"converted"
7566,1929,"2024-04-27","Pricing Page",2,57,"dropped"
7567,2266,"2024-05-11","Pricing Page",2,58,"dropped"
7568,1787,"2024-06-25","Home",1,111,"clicked"
7569,2671,"2024-04-18","Pricing Page",2,64,"dropped"
7570,1403,"2024-01-11","Confirmation",5,58,"converted"
7571,1691,"2024-01-17","Payment",4,116,"clicked"
7572,910,"2024-03-09","Confirmation",5,154,"converted"
7573,2108,"2024-03-03","Plan Selection",3,18,"clicked"
7574,2136,"2024-03-23","Home",1,74,"dropped"
7575,136,"2024-04-21","Confirmation",5,188,"converted"
7576,1875,"2024-03-20","Pricing Page",2,48,"clicked"
7577,1652,"2024-04-19","Pricing Page",2,39,"dropped"
7578,649,"2024-06-09","Payment",4,74,"dropped"
7579,252,"2024-05-23","Plan Selection",3,42,"viewed"
7580,2930,"2024-05-25","Home",1,10,"viewed"
7581,2454,"2024-05-23","Plan Selection",3,54,"clicked"
7582,169,"2024-04-27","Home",1,94,"viewed"
7583,526,"2024-02-08","Plan Selection",3,18,"clicked"
7584,2581,"2024-04-02","Confirmation",5,78,"converted"
7585,2381,"2024-06-18","Pricing Page",2,58,"dropped"
7586,1974,"2024-04-28","Pricing Page",2,54,"viewed"
7587,1791,"2024-03-19","Pricing Page",2,54,"clicked"
7588,1332,"2024-03-08","Plan Selection",3,127,"clicked"
7589,2364,"2024-01-02","Plan Selection",3,88,"viewed"
7590,1000,"2024-06-23","Payment",4,47,"clicked"
7591,2635,"2024-06-16","Home",1,58,"dropped"
7592,839,"2024-05-23","Home",1,54,"viewed"
7593,356,"2024-02-27","Pricing Page",2,37,"clicked"
7594,2387,"2024-03-23","Confirmation",5,37,"converted"
7595,2950,"2024-03-31","Plan Selection",3,68,"viewed"
7596,197,"2024-06-22","Plan Selection",3,36,"viewed"
7597,2737,"2024-06-24","Home",1,151,"dropped"
7598,1989,"2024-06-02","Pricing Page",2,57,"clicked"
7599,92,"2024-03-01","Plan Selection",3,199,"viewed"
7600,36,"2024-01-26","Plan Selection",3,200,"viewed"
7601,2542,"2024-01-02","Plan Selection",3,110,"dropped"
7602,1492,"2024-03-27","Confirmation",5,29,"converted"
7603,2318,"2024-04-12","Plan Selection",3,179,"viewed"
7604,2965,"2024-05-29","Home",1,78,"dropped"
7605,140,"2024-04-16","Payment",4,69,"dropped"
7606,1080,"2024-04-26","Home",1,170,"clicked"
7607,1329,"2024-04-01","Home",1,96,"clicked"
7608,2073,"2024-04-29","Pricing Page",2,43,"dropped"
7609,1718,"2024-02-03","Pricing Page",2,44,"viewed"
7610,2154,"2024-01-13","Home",1,161,"dropped"
7611,2202,"2024-01-13","Home",1,111,"dropped"
7612,2945,"2024-04-20","Home",1,146,"dropped"
7613,1394,"2024-01-04","Plan Selection",3,91,"viewed"
7614,1640,"2024-06-07","Payment",4,20,"dropped"
7615,505,"2024-04-25","Plan Selection",3,124,"viewed"
7616,463,"2024-03-21","Payment",4,102,"dropped"
7617,2262,"2024-05-04","Home",1,172,"clicked"
7618,658,"2024-04-01","Payment",4,173,"clicked"
7619,59,"2024-04-20","Confirmation",5,40,"converted"
7620,2317,"2024-03-13","Plan Selection",3,63,"clicked"
7621,1493,"2024-05-07","Home",1,13,"dropped"
7622,106,"2024-01-22","Pricing Page",2,33,"dropped"
7623,278,"2024-02-06","Payment",4,17,"dropped"
7624,2728,"2024-04-06","Confirmation",5,26,"converted"
7625,1817,"2024-05-21","Home",1,22,"dropped"
7626,587,"2024-05-15","Home",1,105,"viewed"
7627,1067,"2024-06-12","Pricing Page",2,55,"dropped"
7628,2721,"2024-06-19","Confirmation",5,38,"converted"
7629,2193,"2024-02-10","Confirmation",5,11,"converted"
7630,651,"2024-01-13","Plan Selection",3,57,"dropped"
7631,2686,"2024-01-21","Payment",4,18,"clicked"
7632,2471,"2024-03-03","Pricing Page",2,36,"dropped"
7633,384,"2024-04-11","Pricing Page",2,51,"viewed"
7634,1608,"2024-05-14","Home",1,70,"dropped"
7635,268,"2024-06-01","Confirmation",5,61,"converted"
7636,1213,"2024-02-15","Home",1,111,"clicked"
7637,1140,"2024-05-16","Plan Selection",3,199,"viewed"
7638,590,"2024-04-11","Pricing Page",2,48,"dropped"
7639,1361,"2024-06-26","Plan Selection",3,169,"clicked"
7640,852,"2024-03-16","Pricing Page",2,64,"clicked"
7641,616,"2024-05-06","Payment",4,62,"viewed"
7642,2109,"2024-03-17","Confirmation",5,155,"converted"
7643,1913,"2024-01-02","Home",1,134,"viewed"
7644,2368,"2024-05-15","Pricing Page",2,56,"dropped"
7645,431,"2024-05-07","Home",1,87,"viewed"
7646,2955,"2024-01-07","Pricing Page",2,31,"clicked"
7647,2457,"2024-02-22","Home",1,40,"viewed"
7648,881,"2024-02-08","Home",1,71,"viewed"
7649,2865,"2024-06-01","Pricing Page",2,45,"dropped"
7650,414,"2024-01-29","Pricing Page",2,42,"viewed"
7651,1186,"2024-02-05","Payment",4,95,"viewed"
7652,902,"2024-03-05","Payment",4,75,"viewed"
7653,2984,"2024-06-27","Confirmation",5,176,"converted"
7654,847,"2024-06-14","Payment",4,184,"dropped"
7655,1136,"2024-02-22","Pricing Page",2,52,"viewed"
7656,1819,"2024-05-10","Payment",4,155,"clicked"
7657,1068,"2024-06-03","Pricing Page",2,52,"clicked"
7658,827,"2024-01-30","Confirmation",5,97,"converted"
7659,718,"2024-06-08","Plan Selection",3,160,"viewed"
7660,1283,"2024-06-15","Pricing Page",2,64,"dropped"
7661,1122,"2024-04-30","Pricing Page",2,38,"dropped"
7662,1317,"2024-05-05","Home",1,133,"viewed"
7663,1418,"2024-03-08","Pricing Page",2,32,"dropped"
7664,632,"2024-05-20","Pricing Page",2,67,"dropped"
7665,1334,"2024-01-02","Plan Selection",3,110,"clicked"
7666,1357,"2024-01-16","Home",1,39,"clicked"
7667,1,"2024-04-07","Plan Selection",3,172,"dropped"
7668,1756,"2024-06-14","Payment",4,75,"dropped"
7669,71,"2024-04-02","Pricing Page",2,64,"dropped"
7670,1092,"2024-05-23","Payment",4,11,"clicked"
7671,115,"2024-06-20","Plan Selection",3,75,"viewed"
7672,2071,"2024-02-14","Home",1,17,"viewed"
7673,1536,"2024-03-10","Pricing Page",2,53,"clicked"
7674,796,"2024-02-01","Home",1,168,"viewed"
7675,1591,"2024-02-25","Confirmation",5,158,"converted"
7676,2760,"2024-03-08","Home",1,83,"clicked"
7677,1982,"2024-04-26","Pricing Page",2,45,"dropped"
7678,2480,"2024-04-18","Plan Selection",3,168,"clicked"
7679,1850,"2024-06-10","Plan Selection",3,77,"viewed"
7680,1160,"2024-02-23","Pricing Page",2,50,"clicked"
7681,1336,"2024-05-09","Pricing Page",2,41,"clicked"
7682,1834,"2024-05-05","Plan Selection",3,25,"clicked"
7683,722,"2024-05-10","Payment",4,49,"clicked"
7684,762,"2024-01-30","Home",1,174,"viewed"
7685,539,"2024-01-20","Confirmation",5,138,"converted"
7686,696,"2024-02-12","Pricing Page",2,50,"viewed"
7687,1893,"2024-03-07","Confirmation",5,140,"converted"
7688,1236,"2024-01-18","Pricing Page",2,59,"dropped"
7689,1895,"2024-05-29","Pricing Page",2,58,"clicked"
7690,1147,"2024-06-06","Home",1,83,"clicked"
7691,590,"2024-02-06","Pricing Page",2,43,"dropped"
7692,2823,"2024-04-02","Payment",4,36,"clicked"
7693,2723,"2024-01-29","Home",1,171,"viewed"
7694,2800,"2024-01-10","Pricing Page",2,35,"clicked"
7695,306,"2024-06-13","Pricing Page",2,51,"dropped"
7696,1812,"2024-02-10","Pricing Page",2,56,"clicked"
7697,2145,"2024-01-30","Plan Selection",3,170,"dropped"
7698,2383,"2024-06-03","Payment",4,172,"clicked"
7699,2209,"2024-03-09","Plan Selection",3,74,"clicked"
7700,1986,"2024-05-13","Plan Selection",3,63,"dropped"
7701,1293,"2024-03-16","Payment",4,152,"dropped"
7702,2411,"2024-03-22","Payment",4,184,"viewed"
7703,1620,"2024-02-06","Pricing Page",2,40,"clicked"
7704,2403,"2024-02-23","Home",1,110,"clicked"
7705,2639,"2024-04-12","Home",1,62,"viewed"
7706,2609,"2024-01-29","Home",1,85,"clicked"
7707,2277,"2024-04-29","Home",1,39,"viewed"
7708,2525,"2024-02-13","Plan Selection",3,137,"dropped"
7709,2821,"2024-02-04","Home",1,31,"dropped"
7710,975,"2024-02-12","Home",1,68,"viewed"
7711,1434,"2024-05-19","Pricing Page",2,63,"viewed"
7712,347,"2024-05-22","Plan Selection",3,119,"dropped"
7713,1134,"2024-06-07","Pricing Page",2,54,"viewed"
7714,1106,"2024-06-03","Home",1,55,"viewed"
7715,1969,"2024-02-20","Pricing Page",2,37,"dropped"
7716,831,"2024-03-07","Home",1,193,"clicked"
7717,323,"2024-05-29","Payment",4,112,"dropped"
7718,938,"2024-01-10","Pricing Page",2,44,"clicked"
7719,2198,"2024-03-04","Plan Selection",3,154,"viewed"
7720,1795,"2024-01-24","Payment",4,180,"viewed"
7721,184,"2024-01-25","Pricing Page",2,30,"clicked"
7722,143,"2024-03-10","Payment",4,164,"clicked"
7723,721,"2024-04-30","Plan Selection",3,208,"dropped"
7724,2665,"2024-06-15","Confirmation",5,196,"converted"
7725,2532,"2024-03-17","Plan Selection",3,139,"clicked"
7726,1609,"2024-02-04","Pricing Page",2,33,"clicked"
7727,2072,"2024-04-20","Confirmation",5,27,"converted"
7728,1487,"2024-02-07","Plan Selection",3,36,"dropped"
7729,1917,"2024-02-01","Confirmation",5,57,"converted"
7730,991,"2024-06-18","Plan Selection",3,152,"clicked"
7731,263,"2024-01-19","Pricing Page",2,57,"viewed"
7732,2439,"2024-02-23","Home",1,77,"clicked"
7733,2296,"2024-01-29","Pricing Page",2,59,"clicked"
7734,257,"2024-02-10","Payment",4,138,"viewed"
7735,531,"2024-01-05","Plan Selection",3,179,"clicked"
7736,2741,"2024-01-17","Plan Selection",3,74,"clicked"
7737,837,"2024-01-09","Pricing Page",2,56,"dropped"
7738,581,"2024-03-27","Payment",4,125,"clicked"
7739,1981,"2024-06-06","Pricing Page",2,43,"viewed"
7740,2273,"2024-02-05","Plan Selection",3,195,"clicked"
7741,2504,"2024-04-19","Plan Selection",3,169,"clicked"
7742,2252,"2024-03-24","Home",1,193,"clicked"
7743,900,"2024-02-17","Pricing Page",2,40,"dropped"
7744,2934,"2024-05-06","Plan Selection",3,152,"viewed"
7745,821,"2024-05-10","Payment",4,152,"dropped"
7746,112,"2024-03-28","Pricing Page",2,40,"dropped"
7747,677,"2024-04-26","Plan Selection",3,160,"dropped"
7748,1445,"2024-06-23","Pricing Page",2,39,"dropped"
7749,654,"2024-06-06","Plan Selection",3,191,"clicked"
7750,1201,"2024-05-11","Pricing Page",2,67,"clicked"
7751,722,"2024-02-20","Plan Selection",3,117,"viewed"
7752,2015,"2024-03-11","Confirmation",5,110,"converted"
7753,2114,"2024-01-04","Confirmation",5,178,"converted"
7754,833,"2024-06-04","Pricing Page",2,58,"dropped"
7755,904,"2024-02-22","Plan Selection",3,194,"viewed"
7756,2733,"2024-05-14","Confirmation",5,155,"converted"
7757,2008,"2024-01-29","Payment",4,94,"viewed"
7758,1787,"2024-04-29","Plan Selection",3,135,"clicked"
7759,2932,"2024-01-31","Confirmation",5,21,"converted"
7760,1626,"2024-04-08","Home",1,169,"viewed"
7761,849,"2024-02-07","Home",1,79,"dropped"
7762,2129,"2024-01-18","Pricing Page",2,44,"dropped"
7763,1509,"2024-02-28","Home",1,128,"viewed"
7764,1012,"2024-05-28","Home",1,196,"clicked"
7765,1121,"2024-04-12","Plan Selection",3,169,"viewed"
7766,244,"2024-05-10","Pricing Page",2,57,"dropped"
7767,2333,"2024-03-24","Confirmation",5,97,"converted"
7768,900,"2024-02-03","Home",1,125,"viewed"
7769,933,"2024-01-24","Plan Selection",3,40,"viewed"
7770,2358,"2024-06-26","Plan Selection",3,158,"dropped"
7771,945,"2024-02-14","Pricing Page",2,51,"clicked"
7772,1167,"2024-05-28","Confirmation",5,55,"converted"
7773,940,"2024-06-10","Plan Selection",3,187,"viewed"
7774,2686,"2024-05-13","Home",1,167,"viewed"
7775,1081,"2024-06-23","Payment",4,169,"viewed"
7776,1496,"2024-01-29","Pricing Page",2,59,"viewed"
7777,2892,"2024-06-12","Plan Selection",3,81,"viewed"
7778,1992,"2024-03-27","Pricing Page",2,55,"clicked"
7779,2770,"2024-03-12","Pricing Page",2,56,"viewed"
7780,1343,"2024-05-16","Pricing Page",2,65,"dropped"
7781,2183,"2024-05-13","Plan Selection",3,82,"clicked"
7782,810,"2024-04-05","Payment",4,134,"clicked"
7783,171,"2024-04-05","Pricing Page",2,61,"dropped"
7784,707,"2024-04-21","Pricing Page",2,67,"viewed"
7785,1053,"2024-01-28","Plan Selection",3,36,"clicked"
7786,361,"2024-01-17","Home",1,51,"viewed"
7787,489,"2024-04-07","Pricing Page",2,50,"dropped"
7788,417,"2024-02-15","Payment",4,109,"viewed"
7789,405,"2024-06-12","Home",1,170,"viewed"
7790,315,"2024-03-16","Payment",4,142,"viewed"
7791,2531,"2024-02-27","Home",1,66,"clicked"
7792,1599,"2024-05-31","Plan Selection",3,90,"clicked"
7793,420,"2024-06-09","Home",1,101,"dropped"
7794,1950,"2024-04-25","Pricing Page",2,47,"viewed"
7795,1386,"2024-04-26","Payment",4,53,"clicked"
7796,922,"2024-05-18","Confirmation",5,48,"converted"
7797,839,"2024-05-27","Pricing Page",2,60,"dropped"
7798,2606,"2024-02-19","Payment",4,16,"viewed"
7799,304,"2024-06-28","Plan Selection",3,60,"clicked"
7800,2805,"2024-04-28","Pricing Page",2,49,"dropped"
7801,427,"2024-03-06","Pricing Page",2,53,"viewed"
7802,1612,"2024-03-06","Pricing Page",2,58,"dropped"
7803,1937,"2024-06-19","Payment",4,19,"viewed"
7804,1308,"2024-03-19","Payment",4,198,"dropped"
7805,186,"2024-05-19","Plan Selection",3,21,"clicked"
7806,438,"2024-06-18","Pricing Page",2,51,"dropped"
7807,2849,"2024-03-10","Home",1,45,"viewed"
7808,2692,"2024-03-18","Pricing Page",2,38,"clicked"
7809,1618,"2024-04-06","Home",1,136,"dropped"
7810,559,"2024-06-09","Payment",4,141,"viewed"
7811,1551,"2024-03-30","Confirmation",5,25,"converted"
7812,1988,"2024-01-14","Pricing Page",2,51,"clicked"
7813,2894,"2024-04-09","Payment",4,142,"viewed"
7814,1930,"2024-01-07","Pricing Page",2,34,"viewed"
7815,1123,"2024-06-28","Payment",4,49,"clicked"
7816,2437,"2024-04-22","Plan Selection",3,99,"clicked"
7817,2735,"2024-05-26","Pricing Page",2,40,"dropped"
7818,604,"2024-04-08","Home",1,11,"viewed"
7819,778,"2024-02-28","Payment",4,57,"viewed"
7820,1694,"2024-06-04","Plan Selection",3,97,"clicked"
7821,1672,"2024-04-30","Plan Selection",3,68,"clicked"
7822,1672,"2024-02-28","Confirmation",5,172,"converted"
7823,547,"2024-03-27","Payment",4,162,"clicked"
7824,711,"2024-02-17","Plan Selection",3,66,"clicked"
7825,2929,"2024-02-03","Home",1,102,"clicked"
7826,461,"2024-05-31","Payment",4,40,"clicked"
7827,1169,"2024-02-12","Home",1,75,"viewed"
7828,256,"2024-04-16","Plan Selection",3,136,"dropped"
7829,2325,"2024-03-25","Home",1,143,"clicked"
7830,1281,"2024-02-20","Home",1,167,"clicked"
7831,1268,"2024-03-21","Confirmation",5,88,"converted"
7832,414,"2024-04-01","Home",1,24,"dropped"
7833,2583,"2024-02-15","Plan Selection",3,141,"dropped"
7834,549,"2024-02-10","Plan Selection",3,48,"dropped"
7835,1824,"2024-02-29","Payment",4,40,"clicked"
7836,2689,"2024-05-01","Plan Selection",3,77,"viewed"
7837,1037,"2024-05-09","Plan Selection",3,116,"dropped"
7838,2026,"2024-02-08","Home",1,122,"viewed"
7839,2321,"2024-05-23","Plan Selection",3,170,"dropped"
7840,246,"2024-01-22","Pricing Page",2,42,"viewed"
7841,1891,"2024-02-13","Pricing Page",2,56,"clicked"
7842,1232,"2024-05-31","Confirmation",5,50,"converted"
7843,536,"2024-02-22","Confirmation",5,158,"converted"
7844,2851,"2024-04-03","Payment",4,35,"clicked"
7845,2362,"2024-04-24","Payment",4,28,"dropped"
7846,303,"2024-02-19","Home",1,113,"clicked"
7847,1093,"2024-05-01","Pricing Page",2,47,"clicked"
7848,2379,"2024-05-13","Pricing Page",2,47,"clicked"
7849,453,"2024-06-14","Home",1,191,"dropped"
7850,2935,"2024-03-26","Pricing Page",2,59,"dropped"
7851,896,"2024-04-24","Pricing Page",2,49,"dropped"
7852,1789,"2024-04-06","Confirmation",5,174,"converted"
7853,1374,"2024-05-28","Payment",4,45,"viewed"
7854,2860,"2024-05-02","Plan Selection",3,136,"clicked"
7855,2786,"2024-06-20","Confirmation",5,184,"converted"
7856,1590,"2024-01-07","Plan Selection",3,181,"clicked"
7857,2848,"2024-02-12","Pricing Page",2,57,"clicked"
7858,585,"2024-02-09","Plan Selection",3,188,"viewed"
7859,2859,"2024-06-28","Home",1,106,"dropped"
7860,727,"2024-05-24","Pricing Page",2,66,"viewed"
7861,2156,"2024-06-05","Home",1,56,"viewed"
7862,2045,"2024-03-09","Payment",4,19,"viewed"
7863,1670,"2024-04-11","Home",1,202,"clicked"
7864,619,"2024-05-21","Pricing Page",2,39,"dropped"
7865,2721,"2024-02-24","Payment",4,21,"viewed"
7866,1029,"2024-01-02","Home",1,12,"dropped"
7867,597,"2024-06-02","Plan Selection",3,156,"viewed"
7868,652,"2024-01-08","Plan Selection",3,140,"clicked"
7869,2983,"2024-02-06","Home",1,118,"viewed"
7870,1585,"2024-05-14","Home",1,93,"viewed"
7871,781,"2024-02-04","Home",1,73,"dropped"
7872,980,"2024-03-24","Pricing Page",2,46,"dropped"
7873,565,"2024-05-10","Home",1,20,"dropped"
7874,1452,"2024-01-07","Payment",4,116,"clicked"
7875,2489,"2024-05-04","Confirmation",5,150,"converted"
7876,1961,"2024-01-29","Payment",4,150,"viewed"
7877,2669,"2024-03-22","Plan Selection",3,129,"dropped"
7878,758,"2024-04-25","Pricing Page",2,46,"dropped"
7879,1476,"2024-02-18","Payment",4,110,"viewed"
7880,340,"2024-05-24","Plan Selection",3,172,"dropped"
7881,847,"2024-06-26","Home",1,69,"clicked"
7882,2591,"2024-02-17","Payment",4,173,"viewed"
7883,526,"2024-01-18","Confirmation",5,117,"converted"
7884,2354,"2024-02-26","Pricing Page",2,33,"viewed"
7885,283,"2024-05-30","Confirmation",5,195,"converted"
7886,2927,"2024-01-18","Plan Selection",3,114,"viewed"
7887,233,"2024-04-18","Payment",4,206,"viewed"
7888,940,"2024-04-20","Home",1,144,"dropped"
7889,945,"2024-03-08","Confirmation",5,111,"converted"
7890,2264,"2024-02-15","Home",1,63,"clicked"
7891,2499,"2024-02-02","Pricing Page",2,43,"dropped"
7892,189,"2024-01-10","Home",1,58,"viewed"
7893,363,"2024-05-05","Home",1,108,"dropped"
7894,202,"2024-01-03","Payment",4,63,"viewed"
7895,2791,"2024-03-16","Pricing Page",2,43,"dropped"
7896,1763,"2024-06-06","Plan Selection",3,78,"viewed"
7897,2020,"2024-04-08","Plan Selection",3,191,"clicked"
7898,968,"2024-03-10","Confirmation",5,141,"converted"
7899,1189,"2024-01-02","Payment",4,65,"viewed"
7900,519,"2024-03-24","Payment",4,121,"clicked"
7901,1340,"2024-06-22","Pricing Page",2,51,"clicked"
7902,1822,"2024-05-04","Plan Selection",3,23,"clicked"
7903,305,"2024-01-23","Pricing Page",2,35,"viewed"
7904,1051,"2024-05-27","Home",1,136,"dropped"
7905,2188,"2024-02-18","Home",1,196,"dropped"
7906,841,"2024-05-17","Confirmation",5,104,"converted"
7907,1575,"2024-02-06","Pricing Page",2,45,"dropped"
7908,663,"2024-01-05","Pricing Page",2,35,"clicked"
7909,1123,"2024-01-20","Pricing Page",2,52,"clicked"
7910,622,"2024-04-13","Pricing Page",2,50,"dropped"
7911,2394,"2024-05-17","Pricing Page",2,60,"dropped"
7912,1100,"2024-02-18","Pricing Page",2,40,"dropped"
7913,1501,"2024-01-27","Pricing Page",2,51,"viewed"
7914,1540,"2024-05-15","Home",1,157,"dropped"
7915,789,"2024-01-06","Pricing Page",2,52,"clicked"
7916,2841,"2024-05-28","Pricing Page",2,62,"dropped"
7917,2680,"2024-05-03","Payment",4,142,"dropped"
7918,1293,"2024-06-12","Pricing Page",2,49,"dropped"
7919,1126,"2024-06-19","Plan Selection",3,23,"viewed"
7920,2511,"2024-03-05","Pricing Page",2,40,"viewed"
7921,338,"2024-01-18","Home",1,86,"clicked"
7922,1234,"2024-04-04","Pricing Page",2,46,"dropped"
7923,2762,"2024-04-03","Payment",4,128,"clicked"
7924,1855,"2024-04-27","Pricing Page",2,39,"dropped"
7925,735,"2024-06-25","Home",1,154,"dropped"
7926,2967,"2024-02-15","Pricing Page",2,49,"dropped"
7927,4,"2024-06-01","Pricing Page",2,55,"dropped"
7928,790,"2024-05-11","Payment",4,23,"viewed"
7929,2209,"2024-02-27","Pricing Page",2,58,"clicked"
7930,343,"2024-05-24","Plan Selection",3,184,"clicked"
7931,1181,"2024-05-17","Plan Selection",3,172,"dropped"
7932,1703,"2024-02-12","Pricing Page",2,51,"dropped"
7933,863,"2024-02-05","Home",1,198,"clicked"
7934,586,"2024-05-17","Pricing Page",2,61,"dropped"
7935,738,"2024-02-15","Plan Selection",3,181,"viewed"
7936,2957,"2024-05-24","Home",1,156,"clicked"
7937,2130,"2024-05-26","Confirmation",5,40,"converted"
7938,36,"2024-04-19","Confirmation",5,27,"converted"
7939,1521,"2024-02-18","Payment",4,61,"viewed"
7940,1516,"2024-06-22","Pricing Page",2,53,"clicked"
7941,393,"2024-03-22","Payment",4,199,"dropped"
7942,2960,"2024-03-19","Home",1,147,"viewed"
7943,659,"2024-04-04","Confirmation",5,59,"converted"
7944,1011,"2024-06-20","Payment",4,165,"viewed"
7945,620,"2024-06-14","Confirmation",5,209,"converted"
7946,419,"2024-05-08","Home",1,109,"dropped"
7947,152,"2024-06-17","Pricing Page",2,58,"viewed"
7948,2336,"2024-06-26","Plan Selection",3,188,"viewed"
7949,489,"2024-04-01","Home",1,152,"clicked"
7950,2809,"2024-03-20","Pricing Page",2,57,"dropped"
7951,1569,"2024-02-27","Home",1,37,"viewed"
7952,2316,"2024-06-20","Pricing Page",2,45,"viewed"
7953,659,"2024-01-22","Confirmation",5,64,"converted"
7954,1737,"2024-01-16","Plan Selection",3,42,"viewed"
7955,894,"2024-02-09","Pricing Page",2,41,"dropped"
7956,1554,"2024-04-12","Pricing Page",2,59,"clicked"
7957,1403,"2024-01-31","Pricing Page",2,52,"dropped"
7958,1747,"2024-05-29","Pricing Page",2,50,"viewed"
7959,776,"2024-04-20","Pricing Page",2,54,"viewed"
7960,2085,"2024-06-10","Pricing Page",2,44,"viewed"
7961,694,"2024-02-08","Pricing Page",2,36,"viewed"
7962,716,"2024-02-16","Plan Selection",3,18,"clicked"
7963,1433,"2024-05-29","Plan Selection",3,16,"dropped"
7964,395,"2024-04-04","Pricing Page",2,55,"dropped"
7965,159,"2024-05-26","Confirmation",5,20,"converted"
7966,1742,"2024-05-13","Confirmation",5,118,"converted"
7967,2542,"2024-04-21","Plan Selection",3,178,"viewed"
7968,1423,"2024-04-13","Pricing Page",2,50,"clicked"
7969,2220,"2024-02-26","Pricing Page",2,51,"clicked"
7970,2634,"2024-04-12","Pricing Page",2,47,"viewed"
7971,2745,"2024-04-28","Plan Selection",3,148,"viewed"
7972,831,"2024-05-19","Home",1,168,"viewed"
7973,237,"2024-05-11","Pricing Page",2,60,"clicked"
7974,2545,"2024-03-08","Pricing Page",2,42,"dropped"
7975,2564,"2024-04-15","Pricing Page",2,38,"dropped"
7976,337,"2024-03-24","Confirmation",5,95,"converted"
7977,765,"2024-06-28","Home",1,205,"clicked"
7978,1890,"2024-02-08","Home",1,61,"viewed"
7979,2966,"2024-05-03","Pricing Page",2,44,"clicked"
