session_id,user_id,session_date,screen_name,funnel_stage,time_spent_seconds,action_taken,month,month_name,session_period
9054,1609,2024-05-27,Pricing Page,2,64,dropped,5,May,Post-Update
9055,2076,2024-02-11,Home,1,147,dropped,2,Feb,Pre-Update
9056,106,2024-04-02,Pricing Page,2,60,dropped,4,Apr,Post-Update
9057,2602,2024-01-08,Plan Selection,3,198,viewed,1,Jan,Pre-Update
9058,1631,2024-01-17,Payment,4,188,viewed,1,Jan,Pre-Update
9059,241,2024-04-09,Plan Selection,3,187,viewed,4,Apr,Post-Update
9060,2785,2024-06-09,Plan Selection,3,122,viewed,6,Jun,Post-Update
9061,2152,2024-06-19,Plan Selection,3,208,clicked,6,Jun,Post-Update
9062,1155,2024-01-19,Pricing Page,2,46,clicked,1,Jan,Pre-Update
9063,754,2024-04-07,Confirmation,5,30,converted,4,Apr,Post-Update
9064,2043,2024-01-18,Pricing Page,2,56,dropped,1,Jan,Pre-Update
9065,181,2024-06-05,Home,1,22,viewed,6,Jun,Post-Update
9066,1216,2024-02-19,Home,1,192,dropped,2,Feb,Pre-Update
9067,2797,2024-02-15,Pricing Page,2,48,clicked,2,Feb,Pre-Update
9068,834,2024-04-05,Payment,4,92,viewed,4,Apr,Post-Update
9069,309,2024-04-02,Pricing Page,2,58,clicked,4,Apr,Post-Update
9070,1261,2024-01-03,Payment,4,17,viewed,1,Jan,Pre-Update
9071,1698,2024-04-22,Pricing Page,2,44,clicked,4,Apr,Post-Update
9072,1687,2024-02-20,Plan Selection,3,148,clicked,2,Feb,Pre-Update
9073,2060,2024-03-08,Payment,4,182,viewed,3,Mar,Pre-Update
9074,166,2024-03-29,Pricing Page,2,66,viewed,3,Mar,Post-Update
9075,2068,2024-05-09,Plan Selection,3,98,viewed,5,May,Post-Update
9076,2978,2024-06-23,Payment,4,83,clicked,6,Jun,Post-Update
9077,930,2024-05-06,Plan Selection,3,160,dropped,5,May,Post-Update
9078,108,2024-06-29,Confirmation,5,101,converted,6,Jun,Post-Update
9079,1819,2024-04-30,Pricing Page,2,52,viewed,4,Apr,Post-Update
9080,1341,2024-02-19,Home,1,73,clicked,2,Feb,Pre-Update
9081,1759,2024-03-14,Pricing Page,2,33,viewed,3,Mar,Pre-Update
9082,2463,2024-04-14,Pricing Page,2,49,clicked,4,Apr,Post-Update
9083,965,2024-03-31,Plan Selection,3,52,clicked,3,Mar,Post-Update
9084,1606,2024-03-08,Pricing Page,2,34,viewed,3,Mar,Pre-Update
9085,1261,2024-02-03,Plan Selection,3,172,dropped,2,Feb,Pre-Update
9086,2177,2024-04-06,Pricing Page,2,63,clicked,4,Apr,Post-Update
9087,354,2024-03-15,Plan Selection,3,64,clicked,3,Mar,Post-Update
9088,1401,2024-04-12,Pricing Page,2,50,clicked,4,Apr,Post-Update
9089,2170,2024-02-13,Home,1,109,clicked,2,Feb,Pre-Update
9090,787,2024-02-16,Plan Selection,3,158,dropped,2,Feb,Pre-Update
9091,2390,2024-03-07,Pricing Page,2,33,dropped,3,Mar,Pre-Update
9092,400,2024-05-16,Pricing Page,2,56,viewed,5,May,Post-Update
9093,2051,2024-05-10,Plan Selection,3,130,clicked,5,May,Post-Update
9094,2824,2024-04-29,Pricing Page,2,48,dropped,4,Apr,Post-Update
9095,2741,2024-03-08,Home,1,104,dropped,3,Mar,Pre-Update
9096,1913,2024-01-28,Payment,4,174,clicked,1,Jan,Pre-Update
9097,804,2024-05-05,Plan Selection,3,65,clicked,5,May,Post-Update
9098,152,2024-01-22,Pricing Page,2,55,viewed,1,Jan,Pre-Update
9099,1123,2024-06-09,Pricing Page,2,65,clicked,6,Jun,Post-Update
9100,2108,2024-03-15,Confirmation,5,125,converted,3,Mar,Post-Update
9101,2962,2024-02-07,Home,1,167,viewed,2,Feb,Pre-Update
9102,376,2024-04-05,Pricing Page,2,60,viewed,4,Apr,Post-Update
9103,2033,2024-03-15,Home,1,196,clicked,3,Mar,Post-Update
9104,2931,2024-02-10,Home,1,56,viewed,2,Feb,Pre-Update
9105,1197,2024-01-25,Pricing Page,2,31,viewed,1,Jan,Pre-Update
9106,2296,2024-03-26,Home,1,190,clicked,3,Mar,Post-Update
9107,2819,2024-05-07,Plan Selection,3,97,dropped,5,May,Post-Update
9108,2781,2024-03-30,Plan Selection,3,204,viewed,3,Mar,Post-Update
9109,2995,2024-04-26,Pricing Page,2,44,dropped,4,Apr,Post-Update
9110,36,2024-01-17,Pricing Page,2,54,viewed,1,Jan,Pre-Update
9111,2743,2024-06-17,Confirmation,5,167,converted,6,Jun,Post-Update
9112,582,2024-04-18,Pricing Page,2,48,dropped,4,Apr,Post-Update
9113,54,2024-06-06,Pricing Page,2,62,dropped,6,Jun,Post-Update
9114,2999,2024-01-18,Pricing Page,2,35,clicked,1,Jan,Pre-Update
9115,2461,2024-04-28,Payment,4,39,clicked,4,Apr,Post-Update
9116,2807,2024-06-02,Pricing Page,2,55,clicked,6,Jun,Post-Update
9117,1432,2024-03-22,Payment,4,150,dropped,3,Mar,Post-Update
9118,989,2024-03-10,Confirmation,5,109,converted,3,Mar,Pre-Update
9119,2113,2024-01-05,Home,1,202,viewed,1,Jan,Pre-Update
9120,359,2024-02-04,Plan Selection,3,82,dropped,2,Feb,Pre-Update
9121,478,2024-04-27,Payment,4,193,clicked,4,Apr,Post-Update
9122,1632,2024-06-19,Home,1,133,viewed,6,Jun,Post-Update
9123,838,2024-06-14,Payment,4,188,clicked,6,Jun,Post-Update
9124,2318,2024-06-28,Plan Selection,3,46,dropped,6,Jun,Post-Update
9125,1578,2024-04-16,Pricing Page,2,40,dropped,4,Apr,Post-Update
9126,2960,2024-02-09,Home,1,12,viewed,2,Feb,Pre-Update
9127,689,2024-02-04,Pricing Page,2,53,dropped,2,Feb,Pre-Update
9128,2725,2024-03-15,Pricing Page,2,49,viewed,3,Mar,Post-Update
9129,1590,2024-06-02,Plan Selection,3,152,clicked,6,Jun,Post-Update
9130,2578,2024-03-31,Confirmation,5,42,converted,3,Mar,Post-Update
9131,38,2024-04-13,Payment,4,99,viewed,4,Apr,Post-Update
9132,960,2024-03-13,Home,1,23,dropped,3,Mar,Pre-Update
9133,1874,2024-04-23,Pricing Page,2,52,dropped,4,Apr,Post-Update
9134,1258,2024-03-10,Plan Selection,3,41,viewed,3,Mar,Pre-Update
9135,1728,2024-03-21,Plan Selection,3,48,clicked,3,Mar,Post-Update
9136,2044,2024-01-09,Home,1,170,clicked,1,Jan,Pre-Update
9137,2447,2024-05-14,Pricing Page,2,42,viewed,5,May,Post-Update
9138,686,2024-02-29,Confirmation,5,164,converted,2,Feb,Pre-Update
9139,55,2024-05-19,Payment,4,134,viewed,5,May,Post-Update
9140,2885,2024-04-01,Plan Selection,3,150,clicked,4,Apr,Post-Update
9141,2256,2024-01-09,Confirmation,5,164,converted,1,Jan,Pre-Update
9142,2733,2024-02-13,Pricing Page,2,47,clicked,2,Feb,Pre-Update
9143,226,2024-04-30,Home,1,121,clicked,4,Apr,Post-Update
9144,1636,2024-03-13,Pricing Page,2,48,viewed,3,Mar,Pre-Update
9145,185,2024-03-07,Plan Selection,3,35,viewed,3,Mar,Pre-Update
9146,484,2024-05-02,Confirmation,5,101,converted,5,May,Post-Update
9147,1815,2024-04-26,Pricing Page,2,41,dropped,4,Apr,Post-Update
9148,2089,2024-02-10,Home,1,113,clicked,2,Feb,Pre-Update
9149,2426,2024-04-23,Plan Selection,3,137,dropped,4,Apr,Post-Update
9150,1321,2024-06-28,Plan Selection,3,59,clicked,6,Jun,Post-Update
9151,2408,2024-01-15,Home,1,164,viewed,1,Jan,Pre-Update
9152,2732,2024-01-04,Pricing Page,2,52,clicked,1,Jan,Pre-Update
9153,194,2024-03-01,Pricing Page,2,42,clicked,3,Mar,Pre-Update
9154,2230,2024-06-18,Pricing Page,2,50,clicked,6,Jun,Post-Update
9155,957,2024-03-26,Pricing Page,2,55,clicked,3,Mar,Post-Update
9156,2117,2024-03-25,Pricing Page,2,59,clicked,3,Mar,Post-Update
9157,323,2024-01-03,Payment,4,141,dropped,1,Jan,Pre-Update
9158,1067,2024-04-15,Payment,4,111,viewed,4,Apr,Post-Update
9159,1150,2024-06-25,Plan Selection,3,140,dropped,6,Jun,Post-Update
9160,2054,2024-01-06,Home,1,101,viewed,1,Jan,Pre-Update
9161,1103,2024-06-29,Payment,4,91,clicked,6,Jun,Post-Update
9162,2280,2024-04-20,Payment,4,20,viewed,4,Apr,Post-Update
9163,1558,2024-05-22,Pricing Page,2,53,dropped,5,May,Post-Update
9164,2733,2024-01-12,Plan Selection,3,145,viewed,1,Jan,Pre-Update
9165,1039,2024-05-06,Pricing Page,2,45,clicked,5,May,Post-Update
9166,638,2024-05-07,Confirmation,5,81,converted,5,May,Post-Update
9167,315,2024-03-22,Confirmation,5,72,converted,3,Mar,Post-Update
9168,2282,2024-06-06,Home,1,150,clicked,6,Jun,Post-Update
9169,1605,2024-05-04,Payment,4,32,dropped,5,May,Post-Update
9170,2950,2024-05-10,Plan Selection,3,29,clicked,5,May,Post-Update
9171,996,2024-01-16,Pricing Page,2,58,clicked,1,Jan,Pre-Update
9172,1617,2024-02-12,Plan Selection,3,22,viewed,2,Feb,Pre-Update
9173,331,2024-04-13,Plan Selection,3,187,viewed,4,Apr,Post-Update
9174,2073,2024-06-02,Home,1,61,viewed,6,Jun,Post-Update
9175,800,2024-06-13,Payment,4,12,viewed,6,Jun,Post-Update
9176,217,2024-06-10,Pricing Page,2,54,dropped,6,Jun,Post-Update
9177,1693,2024-05-02,Plan Selection,3,103,dropped,5,May,Post-Update
9178,2304,2024-01-25,Pricing Page,2,44,dropped,1,Jan,Pre-Update
9179,733,2024-02-02,Home,1,55,viewed,2,Feb,Pre-Update
9180,2268,2024-05-09,Pricing Page,2,48,viewed,5,May,Post-Update
9181,1068,2024-01-23,Plan Selection,3,86,clicked,1,Jan,Pre-Update
9182,475,2024-01-02,Plan Selection,3,169,clicked,1,Jan,Pre-Update
9183,205,2024-03-25,Home,1,57,viewed,3,Mar,Post-Update
9184,872,2024-01-10,Pricing Page,2,54,viewed,1,Jan,Pre-Update
9185,2515,2024-04-25,Plan Selection,3,96,dropped,4,Apr,Post-Update
9186,1482,2024-06-28,Pricing Page,2,51,clicked,6,Jun,Post-Update
9187,1792,2024-04-22,Pricing Page,2,57,dropped,4,Apr,Post-Update
9188,2965,2024-05-17,Payment,4,180,viewed,5,May,Post-Update
9189,1101,2024-03-27,Pricing Page,2,39,dropped,3,Mar,Post-Update
9190,2302,2024-05-01,Home,1,68,clicked,5,May,Post-Update
9191,1525,2024-05-08,Home,1,206,viewed,5,May,Post-Update
9192,911,2024-06-23,Confirmation,5,145,converted,6,Jun,Post-Update
9193,1925,2024-02-01,Confirmation,5,62,converted,2,Feb,Pre-Update
9194,1335,2024-03-19,Payment,4,172,clicked,3,Mar,Post-Update
9195,1597,2024-06-08,Payment,4,92,viewed,6,Jun,Post-Update
9196,2792,2024-05-15,Confirmation,5,116,converted,5,May,Post-Update
9197,2357,2024-03-01,Pricing Page,2,47,dropped,3,Mar,Pre-Update
9198,1028,2024-04-24,Home,1,157,clicked,4,Apr,Post-Update
9199,912,2024-04-20,Home,1,195,dropped,4,Apr,Post-Update
9200,320,2024-06-29,Plan Selection,3,87,viewed,6,Jun,Post-Update
9201,1214,2024-02-20,Home,1,22,viewed,2,Feb,Pre-Update
9202,2048,2024-01-17,Pricing Page,2,52,clicked,1,Jan,Pre-Update
9203,856,2024-06-15,Payment,4,202,clicked,6,Jun,Post-Update
9204,41,2024-02-29,Plan Selection,3,206,dropped,2,Feb,Pre-Update
9205,2248,2024-02-28,Pricing Page,2,57,clicked,2,Feb,Pre-Update
9206,1755,2024-04-02,Payment,4,115,dropped,4,Apr,Post-Update
9207,1204,2024-03-16,Payment,4,35,dropped,3,Mar,Post-Update
9208,2067,2024-03-13,Confirmation,5,105,converted,3,Mar,Pre-Update
9209,1758,2024-03-30,Plan Selection,3,20,dropped,3,Mar,Post-Update
9210,1662,2024-03-03,Home,1,58,dropped,3,Mar,Pre-Update
9211,1568,2024-03-24,Payment,4,77,clicked,3,Mar,Post-Update
9212,778,2024-06-17,Payment,4,130,clicked,6,Jun,Post-Update
9213,144,2024-01-24,Pricing Page,2,32,viewed,1,Jan,Pre-Update
9214,1454,2024-04-14,Pricing Page,2,50,clicked,4,Apr,Post-Update
9215,2749,2024-01-12,Plan Selection,3,138,clicked,1,Jan,Pre-Update
9216,2003,2024-05-20,Confirmation,5,31,converted,5,May,Post-Update
9217,2642,2024-01-14,Payment,4,94,viewed,1,Jan,Pre-Update
9218,1205,2024-02-06,Payment,4,94,viewed,2,Feb,Pre-Update
9219,528,2024-05-27,Plan Selection,3,74,viewed,5,May,Post-Update
9220,2440,2024-02-05,Plan Selection,3,22,viewed,2,Feb,Pre-Update
9221,1462,2024-02-10,Plan Selection,3,145,clicked,2,Feb,Pre-Update
9222,2472,2024-01-02,Plan Selection,3,168,clicked,1,Jan,Pre-Update
9223,110,2024-02-29,Plan Selection,3,152,viewed,2,Feb,Pre-Update
9224,1588,2024-06-02,Plan Selection,3,161,viewed,6,Jun,Post-Update
9225,2124,2024-01-28,Plan Selection,3,166,viewed,1,Jan,Pre-Update
9226,1486,2024-04-12,Pricing Page,2,40,dropped,4,Apr,Post-Update
9227,482,2024-06-27,Pricing Page,2,46,dropped,6,Jun,Post-Update
9228,1333,2024-01-10,Confirmation,5,98,converted,1,Jan,Pre-Update
9229,1401,2024-06-29,Plan Selection,3,205,dropped,6,Jun,Post-Update
9230,1785,2024-04-28,Pricing Page,2,53,dropped,4,Apr,Post-Update
9231,2458,2024-06-08,Confirmation,5,40,converted,6,Jun,Post-Update
9232,2632,2024-06-17,Home,1,71,clicked,6,Jun,Post-Update
9233,1440,2024-06-22,Pricing Page,2,63,dropped,6,Jun,Post-Update
9234,2290,2024-01-02,Payment,4,145,dropped,1,Jan,Pre-Update
9235,2573,2024-05-15,Home,1,137,viewed,5,May,Post-Update
9236,1035,2024-05-19,Payment,4,170,clicked,5,May,Post-Update
9237,848,2024-05-24,Home,1,83,clicked,5,May,Post-Update
9238,2215,2024-04-16,Payment,4,194,clicked,4,Apr,Post-Update
9239,534,2024-05-11,Home,1,64,dropped,5,May,Post-Update
9240,2096,2024-02-02,Payment,4,99,viewed,2,Feb,Pre-Update
9241,2725,2024-06-28,Pricing Page,2,42,dropped,6,Jun,Post-Update
9242,2894,2024-04-13,Confirmation,5,33,converted,4,Apr,Post-Update
9243,2049,2024-01-12,Pricing Page,2,35,dropped,1,Jan,Pre-Update
9244,2317,2024-05-02,Home,1,83,clicked,5,May,Post-Update
9245,2524,2024-03-21,Plan Selection,3,33,clicked,3,Mar,Post-Update
9246,780,2024-05-12,Payment,4,46,clicked,5,May,Post-Update
9247,2733,2024-05-02,Plan Selection,3,58,clicked,5,May,Post-Update
9248,1576,2024-06-06,Payment,4,74,clicked,6,Jun,Post-Update
9249,925,2024-05-19,Confirmation,5,79,converted,5,May,Post-Update
9250,2835,2024-05-02,Plan Selection,3,162,dropped,5,May,Post-Update
9251,1155,2024-04-04,Pricing Page,2,58,dropped,4,Apr,Post-Update
9252,621,2024-06-09,Payment,4,97,viewed,6,Jun,Post-Update
9253,1005,2024-03-28,Pricing Page,2,56,viewed,3,Mar,Post-Update
9254,1487,2024-06-04,Payment,4,98,viewed,6,Jun,Post-Update
9255,2102,2024-01-16,Pricing Page,2,40,viewed,1,Jan,Pre-Update
9256,2278,2024-04-04,Pricing Page,2,41,clicked,4,Apr,Post-Update
9257,1908,2024-03-08,Confirmation,5,153,converted,3,Mar,Pre-Update
9258,2047,2024-02-16,Pricing Page,2,43,clicked,2,Feb,Pre-Update
9259,814,2024-05-20,Home,1,22,dropped,5,May,Post-Update
9260,678,2024-06-07,Plan Selection,3,188,clicked,6,Jun,Post-Update
9261,100,2024-01-26,Plan Selection,3,140,clicked,1,Jan,Pre-Update
9262,237,2024-02-01,Plan Selection,3,146,clicked,2,Feb,Pre-Update
9263,1241,2024-04-16,Plan Selection,3,156,clicked,4,Apr,Post-Update
9264,1815,2024-03-03,Confirmation,5,113,converted,3,Mar,Pre-Update
9265,2542,2024-05-04,Confirmation,5,102,converted,5,May,Post-Update
9266,1754,2024-04-07,Confirmation,5,37,converted,4,Apr,Post-Update
9267,2477,2024-05-10,Home,1,96,viewed,5,May,Post-Update
9268,2324,2024-03-18,Payment,4,164,clicked,3,Mar,Post-Update
9269,2463,2024-05-28,Plan Selection,3,166,viewed,5,May,Post-Update
9270,1377,2024-03-15,Plan Selection,3,39,viewed,3,Mar,Post-Update
9271,278,2024-03-02,Pricing Page,2,34,clicked,3,Mar,Pre-Update
9272,2212,2024-03-09,Plan Selection,3,56,dropped,3,Mar,Pre-Update
9273,96,2024-05-10,Plan Selection,3,84,clicked,5,May,Post-Update
9274,1757,2024-06-12,Payment,4,40,clicked,6,Jun,Post-Update
9275,2092,2024-02-05,Confirmation,5,186,converted,2,Feb,Pre-Update
9276,2205,2024-01-04,Confirmation,5,99,converted,1,Jan,Pre-Update
9277,1583,2024-02-23,Confirmation,5,132,converted,2,Feb,Pre-Update
9278,1101,2024-06-28,Payment,4,75,dropped,6,Jun,Post-Update
9279,943,2024-03-11,Home,1,184,clicked,3,Mar,Pre-Update
9280,294,2024-03-23,Confirmation,5,127,converted,3,Mar,Post-Update
9281,2885,2024-01-09,Pricing Page,2,47,viewed,1,Jan,Pre-Update
9282,1851,2024-03-25,Pricing Page,2,40,viewed,3,Mar,Post-Update
9283,742,2024-04-09,Confirmation,5,80,converted,4,Apr,Post-Update
9284,2265,2024-05-11,Pricing Page,2,55,viewed,5,May,Post-Update
9285,2655,2024-04-21,Pricing Page,2,44,viewed,4,Apr,Post-Update
9286,2422,2024-03-02,Pricing Page,2,42,dropped,3,Mar,Pre-Update
9287,2244,2024-01-27,Plan Selection,3,21,viewed,1,Jan,Pre-Update
9288,2159,2024-02-18,Home,1,21,viewed,2,Feb,Pre-Update
9289,2145,2024-02-13,Home,1,122,viewed,2,Feb,Pre-Update
9290,1698,2024-06-07,Plan Selection,3,156,viewed,6,Jun,Post-Update
9291,120,2024-02-16,Home,1,25,viewed,2,Feb,Pre-Update
9292,447,2024-01-21,Home,1,70,dropped,1,Jan,Pre-Update
9293,2100,2024-01-25,Plan Selection,3,106,viewed,1,Jan,Pre-Update
9294,2808,2024-04-27,Pricing Page,2,46,dropped,4,Apr,Post-Update
9295,1582,2024-03-15,Pricing Page,2,40,dropped,3,Mar,Post-Update
9296,512,2024-04-13,Pricing Page,2,40,dropped,4,Apr,Post-Update
9297,668,2024-02-14,Plan Selection,3,32,viewed,2,Feb,Pre-Update
9298,2725,2024-06-28,Pricing Page,2,44,dropped,6,Jun,Post-Update
9299,1218,2024-05-20,Plan Selection,3,199,viewed,5,May,Post-Update
9300,3,2024-05-06,Plan Selection,3,90,clicked,5,May,Post-Update
9301,1083,2024-02-17,Pricing Page,2,39,viewed,2,Feb,Pre-Update
9302,2569,2024-03-09,Pricing Page,2,45,clicked,3,Mar,Pre-Update
9303,1250,2024-02-24,Pricing Page,2,40,dropped,2,Feb,Pre-Update
9304,546,2024-05-15,Home,1,156,dropped,5,May,Post-Update
9305,546,2024-05-03,Payment,4,61,viewed,5,May,Post-Update
9306,2404,2024-06-04,Confirmation,5,182,converted,6,Jun,Post-Update
9307,1944,2024-04-28,Pricing Page,2,57,dropped,4,Apr,Post-Update
9308,1769,2024-01-03,Pricing Page,2,43,dropped,1,Jan,Pre-Update
9309,411,2024-05-28,Plan Selection,3,11,viewed,5,May,Post-Update
9310,2388,2024-01-16,Home,1,191,clicked,1,Jan,Pre-Update
9311,1425,2024-01-11,Payment,4,33,dropped,1,Jan,Pre-Update
9312,2312,2024-05-20,Plan Selection,3,108,viewed,5,May,Post-Update
9313,1113,2024-04-08,Plan Selection,3,99,clicked,4,Apr,Post-Update
9314,1899,2024-06-25,Confirmation,5,202,converted,6,Jun,Post-Update
9315,2616,2024-03-27,Payment,4,93,viewed,3,Mar,Post-Update
9316,1957,2024-06-14,Plan Selection,3,88,dropped,6,Jun,Post-Update
9317,579,2024-05-14,Home,1,100,viewed,5,May,Post-Update
9318,2795,2024-01-15,Plan Selection,3,177,clicked,1,Jan,Pre-Update
9319,643,2024-01-06,Plan Selection,3,102,viewed,1,Jan,Pre-Update
9320,1480,2024-01-26,Pricing Page,2,49,clicked,1,Jan,Pre-Update
9321,1134,2024-06-05,Home,1,88,clicked,6,Jun,Post-Update
9322,1840,2024-06-29,Home,1,152,dropped,6,Jun,Post-Update
9323,1753,2024-03-29,Plan Selection,3,198,viewed,3,Mar,Post-Update
9324,1534,2024-04-10,Pricing Page,2,53,viewed,4,Apr,Post-Update
9325,245,2024-04-19,Payment,4,22,viewed,4,Apr,Post-Update
9326,2325,2024-06-10,Home,1,22,viewed,6,Jun,Post-Update
9327,269,2024-06-09,Home,1,40,clicked,6,Jun,Post-Update
9328,2753,2024-05-18,Home,1,16,viewed,5,May,Post-Update
9329,2310,2024-06-16,Pricing Page,2,63,dropped,6,Jun,Post-Update
9330,2015,2024-04-25,Home,1,202,clicked,4,Apr,Post-Update
9331,1683,2024-06-18,Confirmation,5,36,converted,6,Jun,Post-Update
9332,2132,2024-01-28,Plan Selection,3,135,clicked,1,Jan,Pre-Update
9333,1750,2024-01-07,Pricing Page,2,31,viewed,1,Jan,Pre-Update
9334,1697,2024-01-01,Pricing Page,2,48,dropped,1,Jan,Pre-Update
9335,1187,2024-06-04,Home,1,193,clicked,6,Jun,Post-Update
9336,2293,2024-06-13,Pricing Page,2,52,clicked,6,Jun,Post-Update
9337,183,2024-02-05,Payment,4,82,clicked,2,Feb,Pre-Update
9338,519,2024-04-01,Home,1,111,clicked,4,Apr,Post-Update
9339,418,2024-01-18,Home,1,208,viewed,1,Jan,Pre-Update
9340,90,2024-05-14,Plan Selection,3,188,clicked,5,May,Post-Update
9341,798,2024-04-11,Home,1,91,viewed,4,Apr,Post-Update
9342,1883,2024-02-11,Pricing Page,2,50,clicked,2,Feb,Pre-Update
9343,2946,2024-01-15,Pricing Page,2,32,dropped,1,Jan,Pre-Update
9344,2477,2024-01-16,Confirmation,5,101,converted,1,Jan,Pre-Update
9345,1387,2024-06-18,Pricing Page,2,59,clicked,6,Jun,Post-Update
9346,51,2024-02-06,Confirmation,5,34,converted,2,Feb,Pre-Update
9347,2376,2024-04-15,Plan Selection,3,204,dropped,4,Apr,Post-Update
9348,598,2024-02-29,Home,1,53,viewed,2,Feb,Pre-Update
9349,612,2024-01-19,Confirmation,5,51,converted,1,Jan,Pre-Update
9350,1001,2024-01-08,Pricing Page,2,57,viewed,1,Jan,Pre-Update
9351,2747,2024-05-23,Pricing Page,2,57,clicked,5,May,Post-Update
9352,1153,2024-06-12,Pricing Page,2,43,clicked,6,Jun,Post-Update
9353,273,2024-02-23,Home,1,25,viewed,2,Feb,Pre-Update
9354,2639,2024-06-16,Confirmation,5,44,converted,6,Jun,Post-Update
9355,2673,2024-06-18,Home,1,67,clicked,6,Jun,Post-Update
9356,2984,2024-06-04,Pricing Page,2,38,dropped,6,Jun,Post-Update
9357,1277,2024-06-03,Home,1,98,dropped,6,Jun,Post-Update
9358,2233,2024-01-14,Home,1,101,viewed,1,Jan,Pre-Update
9359,122,2024-04-10,Plan Selection,3,124,viewed,4,Apr,Post-Update
9360,2817,2024-06-11,Plan Selection,3,133,dropped,6,Jun,Post-Update
9361,2100,2024-01-31,Payment,4,39,clicked,1,Jan,Pre-Update
9362,939,2024-06-13,Plan Selection,3,77,viewed,6,Jun,Post-Update
9363,761,2024-05-07,Payment,4,150,dropped,5,May,Post-Update
9364,76,2024-03-21,Home,1,86,clicked,3,Mar,Post-Update
9365,800,2024-06-09,Plan Selection,3,105,clicked,6,Jun,Post-Update
9366,368,2024-01-15,Home,1,183,clicked,1,Jan,Pre-Update
9367,2375,2024-01-22,Pricing Page,2,53,dropped,1,Jan,Pre-Update
9368,2614,2024-04-21,Pricing Page,2,52,dropped,4,Apr,Post-Update
9369,2184,2024-04-04,Pricing Page,2,56,clicked,4,Apr,Post-Update
9370,2925,2024-04-15,Confirmation,5,44,converted,4,Apr,Post-Update
9371,2710,2024-01-01,Pricing Page,2,46,viewed,1,Jan,Pre-Update
9372,1641,2024-02-06,Pricing Page,2,37,dropped,2,Feb,Pre-Update
9373,2827,2024-02-23,Plan Selection,3,80,viewed,2,Feb,Pre-Update
9374,36,2024-04-22,Home,1,107,dropped,4,Apr,Post-Update
9375,2009,2024-05-01,Pricing Page,2,58,dropped,5,May,Post-Update
9376,2241,2024-05-02,Home,1,145,viewed,5,May,Post-Update
9377,2249,2024-06-08,Home,1,39,clicked,6,Jun,Post-Update
9378,2476,2024-03-07,Pricing Page,2,52,clicked,3,Mar,Pre-Update
9379,65,2024-01-25,Plan Selection,3,141,clicked,1,Jan,Pre-Update
9380,867,2024-01-16,Plan Selection,3,120,dropped,1,Jan,Pre-Update
9381,2312,2024-04-17,Plan Selection,3,100,clicked,4,Apr,Post-Update
9382,879,2024-03-26,Pricing Page,2,67,dropped,3,Mar,Post-Update
9383,1619,2024-02-05,Pricing Page,2,34,viewed,2,Feb,Pre-Update
9384,1175,2024-04-23,Confirmation,5,186,converted,4,Apr,Post-Update
9385,1695,2024-01-31,Home,1,69,viewed,1,Jan,Pre-Update
9386,297,2024-03-31,Pricing Page,2,54,dropped,3,Mar,Post-Update
9387,2349,2024-05-01,Confirmation,5,207,converted,5,May,Post-Update
9388,2818,2024-05-12,Payment,4,20,viewed,5,May,Post-Update
9389,1129,2024-05-17,Plan Selection,3,34,clicked,5,May,Post-Update
9390,1306,2024-03-31,Home,1,94,clicked,3,Mar,Post-Update
9391,1525,2024-06-08,Payment,4,151,viewed,6,Jun,Post-Update
9392,1724,2024-01-10,Plan Selection,3,106,viewed,1,Jan,Pre-Update
9393,2164,2024-01-19,Pricing Page,2,44,dropped,1,Jan,Pre-Update
9394,212,2024-03-23,Home,1,206,viewed,3,Mar,Post-Update
9395,1798,2024-06-05,Plan Selection,3,13,clicked,6,Jun,Post-Update
9396,1806,2024-03-15,Pricing Page,2,39,dropped,3,Mar,Post-Update
9397,498,2024-03-21,Payment,4,74,clicked,3,Mar,Post-Update
9398,386,2024-03-10,Plan Selection,3,115,dropped,3,Mar,Pre-Update
9399,1555,2024-04-06,Home,1,208,clicked,4,Apr,Post-Update
9400,57,2024-02-24,Pricing Page,2,38,dropped,2,Feb,Pre-Update
9401,2521,2024-05-19,Pricing Page,2,49,viewed,5,May,Post-Update
9402,1321,2024-03-19,Payment,4,209,clicked,3,Mar,Post-Update
9403,3000,2024-05-25,Home,1,156,clicked,5,May,Post-Update
9404,2094,2024-05-15,Plan Selection,3,209,dropped,5,May,Post-Update
9405,558,2024-05-29,Plan Selection,3,85,dropped,5,May,Post-Update
9406,2293,2024-02-20,Home,1,153,clicked,2,Feb,Pre-Update
9407,350,2024-05-28,Payment,4,65,dropped,5,May,Post-Update
9408,2698,2024-01-11,Plan Selection,3,163,dropped,1,Jan,Pre-Update
9409,309,2024-02-18,Home,1,77,viewed,2,Feb,Pre-Update
9410,2978,2024-01-30,Payment,4,141,viewed,1,Jan,Pre-Update
9411,76,2024-05-11,Plan Selection,3,140,clicked,5,May,Post-Update
9412,2635,2024-05-04,Payment,4,193,dropped,5,May,Post-Update
9413,834,2024-05-19,Home,1,161,viewed,5,May,Post-Update
9414,1335,2024-06-29,Plan Selection,3,57,clicked,6,Jun,Post-Update
9415,1780,2024-02-02,Home,1,12,viewed,2,Feb,Pre-Update
9416,1817,2024-06-01,Pricing Page,2,52,dropped,6,Jun,Post-Update
9417,2508,2024-03-10,Pricing Page,2,56,dropped,3,Mar,Pre-Update
