subscription_id,user_id,plan_type,start_date,end_date,cancellation_reason,churn_flag,subscription_month,active_days,subscription_period
696,149,Monthly_499,2024-01-19,,,0,1,,Pre-Update
697,1220,Monthly_499,2024-04-07,,,0,4,,Post-Update
698,1161,Monthly_499,2024-04-26,2024-07-08,Not Using App,1,4,73.0,Post-Update
699,1727,Quarterly_1299,2024-03-30,2024-06-19,Not Using App,1,3,81.0,Post-Update
700,1224,Quarterly_1299,2024-04-14,,,0,4,,Post-Update
701,2590,Monthly_499,2024-04-20,2024-05-03,Not Using App,1,4,13.0,Post-Update
702,1810,Monthly_499,2024-05-21,2024-06-30,Hard to Cancel,1,5,40.0,Post-Update
703,830,Annual_3999,2024-06-19,,,0,6,,Post-Update
704,365,Monthly_499,2024-06-22,2024-07-20,Hard to Cancel,1,6,28.0,Post-Update
705,1444,Monthly_499,2024-05-06,2024-06-28,Hard to Cancel,1,5,53.0,Post-Update
706,2451,Quarterly_1299,2024-02-10,,,0,2,,Pre-Update
707,1299,Monthly_499,2024-01-17,,,0,1,,Pre-Update
708,875,Monthly_499,2024-05-21,,,0,5,,Post-Update
709,2618,Monthly_499,2024-06-28,,,0,6,,Post-Update
710,1929,Monthly_499,2024-01-03,,,0,1,,Pre-Update
711,2426,Monthly_499,2024-01-21,2024-02-20,Too Expensive,1,1,30.0,Pre-Update
712,2081,Annual_3999,2024-04-16,,,0,4,,Post-Update
713,62,Quarterly_1299,2024-04-09,,,0,4,,Post-Update
714,2735,Monthly_499,2024-01-31,2024-04-26,Not Using App,1,1,86.0,Pre-Update
715,403,Annual_3999,2024-06-06,2024-08-21,Not Using App,1,6,76.0,Post-Update
716,1048,Monthly_499,2024-03-18,2024-06-02,Hard to Cancel,1,3,76.0,Post-Update
717,2752,Annual_3999,2024-01-25,2024-02-20,Too Expensive,1,1,26.0,Pre-Update
718,2059,Monthly_499,2024-01-09,,,0,1,,Pre-Update
719,2772,Monthly_499,2024-04-13,,,0,4,,Post-Update
720,841,Monthly_499,2024-02-21,2024-03-26,Not Using App,1,2,34.0,Pre-Update
721,1868,Monthly_499,2024-04-17,,,0,4,,Post-Update
722,1094,Annual_3999,2024-04-21,2024-06-15,Too Expensive,1,4,55.0,Post-Update
723,2846,Annual_3999,2024-01-26,,,0,1,,Pre-Update
724,2822,Monthly_499,2024-06-25,2024-09-02,Too Expensive,1,6,69.0,Post-Update
725,1558,Monthly_499,2024-06-20,2024-09-08,Hard to Cancel,1,6,80.0,Post-Update
726,392,Monthly_499,2024-02-02,2024-03-27,Not Using App,1,2,54.0,Pre-Update
727,2590,Monthly_499,2024-02-07,2024-04-09,Not Using App,1,2,62.0,Pre-Update
728,1650,Monthly_499,2024-02-11,,,0,2,,Pre-Update
729,1900,Monthly_499,2024-05-02,2024-07-05,Hard to Cancel,1,5,64.0,Post-Update
730,1378,Quarterly_1299,2024-06-29,2024-08-15,Hard to Cancel,1,6,47.0,Post-Update
731,998,Monthly_499,2024-02-10,,,0,2,,Pre-Update
732,1698,Monthly_499,2024-06-02,2024-06-20,Hard to Cancel,1,6,18.0,Post-Update
733,607,Annual_3999,2024-05-06,2024-07-21,Hard to Cancel,1,5,76.0,Post-Update
734,2484,Monthly_499,2024-03-05,2024-06-01,Found Better App,1,3,88.0,Pre-Update
735,270,Annual_3999,2024-01-05,2024-03-07,Not Using App,1,1,62.0,Pre-Update
736,1801,Monthly_499,2024-03-25,2024-05-28,Too Expensive,1,3,64.0,Post-Update
737,782,Quarterly_1299,2024-02-26,,,0,2,,Pre-Update
738,1063,Quarterly_1299,2024-06-23,,,0,6,,Post-Update
739,1069,Annual_3999,2024-06-28,,,0,6,,Post-Update
740,1446,Monthly_499,2024-01-26,,,0,1,,Pre-Update
741,1166,Monthly_499,2024-03-24,2024-04-23,Hard to Cancel,1,3,30.0,Post-Update
742,1751,Quarterly_1299,2024-01-19,,,0,1,,Pre-Update
743,1169,Monthly_499,2024-02-29,2024-04-08,Not Using App,1,2,39.0,Pre-Update
744,2365,Quarterly_1299,2024-04-19,,,0,4,,Post-Update
745,1381,Quarterly_1299,2024-05-31,,,0,5,,Post-Update
746,32,Monthly_499,2024-04-20,2024-05-28,Found Better App,1,4,38.0,Post-Update
747,1976,Monthly_499,2024-03-21,,,0,3,,Post-Update
748,2657,Monthly_499,2024-04-25,,,0,4,,Post-Update
749,1251,Annual_3999,2024-04-27,2024-05-23,Found Better App,1,4,26.0,Post-Update
750,2739,Monthly_499,2024-06-02,,,0,6,,Post-Update
751,750,Monthly_499,2024-03-13,2024-05-23,Not Using App,1,3,71.0,Pre-Update
752,756,Annual_3999,2024-05-10,2024-05-22,Not Using App,1,5,12.0,Post-Update
753,2914,Monthly_499,2024-03-14,,,0,3,,Pre-Update
754,1641,Monthly_499,2024-04-16,,,0,4,,Post-Update
755,2881,Monthly_499,2024-03-25,,,0,3,,Post-Update
756,221,Monthly_499,2024-05-06,2024-06-15,Hard to Cancel,1,5,40.0,Post-Update
757,2875,Quarterly_1299,2024-01-22,2024-02-12,Found Better App,1,1,21.0,Pre-Update
758,525,Monthly_499,2024-01-21,,,0,1,,Pre-Update
759,901,Monthly_499,2024-05-31,,,0,5,,Post-Update
760,2325,Monthly_499,2024-01-17,2024-02-28,Found Better App,1,1,42.0,Pre-Update
761,2031,Monthly_499,2024-03-20,2024-06-13,Hard to Cancel,1,3,85.0,Post-Update
762,1388,Monthly_499,2024-04-07,,,0,4,,Post-Update
763,2233,Monthly_499,2024-06-14,,,0,6,,Post-Update
764,2373,Annual_3999,2024-01-12,,,0,1,,Pre-Update
765,2803,Monthly_499,2024-06-29,,,0,6,,Post-Update
766,983,Monthly_499,2024-05-04,2024-07-03,Too Expensive,1,5,60.0,Post-Update
767,2856,Monthly_499,2024-01-09,,,0,1,,Pre-Update
768,2702,Monthly_499,2024-01-10,,,0,1,,Pre-Update
769,2210,Annual_3999,2024-04-21,2024-06-27,Hard to Cancel,1,4,67.0,Post-Update
770,41,Quarterly_1299,2024-03-05,2024-05-29,Found Better App,1,3,85.0,Pre-Update
771,459,Monthly_499,2024-03-10,2024-04-28,Found Better App,1,3,49.0,Pre-Update
772,232,Monthly_499,2024-04-29,2024-06-29,Hard to Cancel,1,4,61.0,Post-Update
773,2088,Monthly_499,2024-01-17,,,0,1,,Pre-Update
774,2709,Quarterly_1299,2024-05-05,,,0,5,,Post-Update
775,963,Monthly_499,2024-03-21,,,0,3,,Post-Update
776,2805,Monthly_499,2024-06-03,,,0,6,,Post-Update
777,1803,Monthly_499,2024-04-16,,,0,4,,Post-Update
778,1110,Quarterly_1299,2024-06-23,,,0,6,,Post-Update
779,501,Quarterly_1299,2024-06-03,2024-07-06,Hard to Cancel,1,6,33.0,Post-Update
780,1628,Quarterly_1299,2024-02-17,,,0,2,,Pre-Update
781,40,Monthly_499,2024-02-12,2024-04-09,Found Better App,1,2,57.0,Pre-Update
782,182,Quarterly_1299,2024-03-11,,,0,3,,Pre-Update
783,361,Monthly_499,2024-04-07,2024-05-15,Too Expensive,1,4,38.0,Post-Update
784,2011,Monthly_499,2024-05-08,2024-06-17,Hard to Cancel,1,5,40.0,Post-Update
785,1062,Monthly_499,2024-03-25,,,0,3,,Post-Update
786,2775,Monthly_499,2024-05-22,,,0,5,,Post-Update
787,1631,Annual_3999,2024-04-04,2024-05-26,Not Using App,1,4,52.0,Post-Update
788,1352,Quarterly_1299,2024-05-27,2024-08-18,Found Better App,1,5,83.0,Post-Update
789,2319,Monthly_499,2024-01-28,,,0,1,,Pre-Update
790,1489,Monthly_499,2024-02-03,,,0,2,,Pre-Update
791,1822,Quarterly_1299,2024-02-25,,,0,2,,Pre-Update
792,203,Annual_3999,2024-03-16,2024-06-13,Too Expensive,1,3,89.0,Post-Update
793,2732,Monthly_499,2024-05-29,,,0,5,,Post-Update
794,1773,Monthly_499,2024-02-17,,,0,2,,Pre-Update
795,2754,Monthly_499,2024-06-06,2024-08-30,Too Expensive,1,6,85.0,Post-Update
796,1822,Monthly_499,2024-06-25,2024-08-16,Too Expensive,1,6,52.0,Post-Update
797,1635,Quarterly_1299,2024-06-02,,,0,6,,Post-Update
798,1907,Quarterly_1299,2024-05-07,,,0,5,,Post-Update
799,2665,Monthly_499,2024-04-20,2024-05-10,Too Expensive,1,4,20.0,Post-Update
800,515,Monthly_499,2024-02-26,2024-04-11,Too Expensive,1,2,45.0,Pre-Update
801,194,Monthly_499,2024-03-27,,,0,3,,Post-Update
802,2652,Monthly_499,2024-06-22,,,0,6,,Post-Update
803,2876,Quarterly_1299,2024-01-26,,,0,1,,Pre-Update
804,504,Quarterly_1299,2024-04-26,,,0,4,,Post-Update
805,2796,Monthly_499,2024-05-29,2024-06-08,Hard to Cancel,1,5,10.0,Post-Update
806,2998,Annual_3999,2024-05-23,,,0,5,,Post-Update
807,1519,Annual_3999,2024-01-14,2024-03-17,Too Expensive,1,1,63.0,Pre-Update
808,209,Monthly_499,2024-05-06,2024-07-08,Hard to Cancel,1,5,63.0,Post-Update
809,388,Monthly_499,2024-03-08,2024-05-18,Too Expensive,1,3,71.0,Pre-Update
810,1408,Annual_3999,2024-06-06,2024-08-18,Too Expensive,1,6,73.0,Post-Update
811,1298,Monthly_499,2024-03-28,2024-05-19,Hard to Cancel,1,3,52.0,Post-Update
812,2762,Quarterly_1299,2024-02-23,,,0,2,,Pre-Update
813,1376,Monthly_499,2024-01-21,,,0,1,,Pre-Update
814,1996,Quarterly_1299,2024-03-07,2024-03-18,Found Better App,1,3,11.0,Pre-Update
815,2614,Monthly_499,2024-06-28,2024-08-25,Found Better App,1,6,58.0,Post-Update
816,1358,Monthly_499,2024-05-06,,,0,5,,Post-Update
817,2298,Monthly_499,2024-06-12,2024-06-23,Hard to Cancel,1,6,11.0,Post-Update
818,1634,Monthly_499,2024-03-05,,,0,3,,Pre-Update
819,110,Monthly_499,2024-01-15,2024-02-24,Hard to Cancel,1,1,40.0,Pre-Update
820,1280,Quarterly_1299,2024-05-25,2024-06-06,Hard to Cancel,1,5,12.0,Post-Update
821,360,Annual_3999,2024-02-17,,,0,2,,Pre-Update
822,2796,Monthly_499,2024-05-23,,,0,5,,Post-Update
823,2678,Monthly_499,2024-01-04,,,0,1,,Pre-Update
824,2030,Monthly_499,2024-03-21,2024-05-31,Not Using App,1,3,71.0,Post-Update
825,2317,Quarterly_1299,2024-03-16,2024-04-30,Too Expensive,1,3,45.0,Post-Update
826,2145,Monthly_499,2024-05-13,,,0,5,,Post-Update
827,2555,Monthly_499,2024-05-19,2024-06-07,Found Better App,1,5,19.0,Post-Update
828,1545,Quarterly_1299,2024-04-27,2024-07-18,Not Using App,1,4,82.0,Post-Update
829,2589,Monthly_499,2024-01-29,,,0,1,,Pre-Update
830,601,Annual_3999,2024-02-25,,,0,2,,Pre-Update
831,2300,Monthly_499,2024-05-08,2024-07-08,Hard to Cancel,1,5,61.0,Post-Update
832,401,Quarterly_1299,2024-04-22,,,0,4,,Post-Update
833,1361,Monthly_499,2024-01-19,2024-03-31,Not Using App,1,1,72.0,Pre-Update
834,1675,Monthly_499,2024-01-08,,,0,1,,Pre-Update
835,764,Annual_3999,2024-04-08,2024-04-27,Found Better App,1,4,19.0,Post-Update
836,1265,Annual_3999,2024-02-15,2024-03-08,Hard to Cancel,1,2,22.0,Pre-Update
837,190,Quarterly_1299,2024-06-28,,,0,6,,Post-Update
838,2407,Monthly_499,2024-04-12,,,0,4,,Post-Update
839,223,Monthly_499,2024-06-19,2024-08-06,Too Expensive,1,6,48.0,Post-Update
840,2702,Quarterly_1299,2024-03-29,2024-06-10,Hard to Cancel,1,3,73.0,Post-Update
841,1593,Annual_3999,2024-04-01,2024-06-18,Found Better App,1,4,78.0,Post-Update
842,2876,Monthly_499,2024-01-13,2024-03-05,Hard to Cancel,1,1,52.0,Pre-Update
843,2526,Monthly_499,2024-06-18,2024-08-20,Hard to Cancel,1,6,63.0,Post-Update
844,541,Monthly_499,2024-02-03,2024-04-26,Too Expensive,1,2,83.0,Pre-Update
845,2335,Monthly_499,2024-06-26,,,0,6,,Post-Update
846,2429,Monthly_499,2024-03-02,2024-05-04,Too Expensive,1,3,63.0,Pre-Update
847,1259,Annual_3999,2024-04-25,,,0,4,,Post-Update
848,2275,Monthly_499,2024-05-02,2024-05-19,Hard to Cancel,1,5,17.0,Post-Update
849,2349,Monthly_499,2024-06-09,,,0,6,,Post-Update
850,1061,Monthly_499,2024-04-22,2024-07-04,Not Using App,1,4,73.0,Post-Update
851,1574,Annual_3999,2024-02-22,2024-05-02,Too Expensive,1,2,70.0,Pre-Update
852,1796,Monthly_499,2024-06-06,2024-06-18,Not Using App,1,6,12.0,Post-Update
853,1665,Monthly_499,2024-04-17,,,0,4,,Post-Update
854,2619,Quarterly_1299,2024-01-16,,,0,1,,Pre-Update
855,1273,Quarterly_1299,2024-05-28,2024-08-11,Hard to Cancel,1,5,75.0,Post-Update
856,453,Monthly_499,2024-03-11,2024-03-26,Too Expensive,1,3,15.0,Pre-Update
857,2333,Monthly_499,2024-05-07,,,0,5,,Post-Update
858,1521,Annual_3999,2024-01-18,,,0,1,,Pre-Update
859,2561,Monthly_499,2024-04-20,,,0,4,,Post-Update
860,2109,Annual_3999,2024-04-19,,,0,4,,Post-Update
861,2660,Quarterly_1299,2024-02-18,2024-03-07,Not Using App,1,2,18.0,Pre-Update
862,2641,Quarterly_1299,2024-03-27,2024-04-17,Found Better App,1,3,21.0,Post-Update
863,329,Quarterly_1299,2024-05-28,,,0,5,,Post-Update
864,1801,Monthly_499,2024-06-04,,,0,6,,Post-Update
865,2991,Monthly_499,2024-02-23,,,0,2,,Pre-Update
866,801,Quarterly_1299,2024-05-06,,,0,5,,Post-Update
867,2454,Monthly_499,2024-06-20,2024-09-07,Not Using App,1,6,79.0,Post-Update
868,2801,Annual_3999,2024-04-10,2024-06-29,Found Better App,1,4,80.0,Post-Update
869,474,Monthly_499,2024-06-12,,,0,6,,Post-Update
870,574,Monthly_499,2024-04-15,,,0,4,,Post-Update
871,2215,Annual_3999,2024-05-31,2024-08-05,Too Expensive,1,5,66.0,Post-Update
872,2201,Monthly_499,2024-06-21,2024-07-26,Too Expensive,1,6,35.0,Post-Update
873,2431,Monthly_499,2024-03-13,2024-04-19,Found Better App,1,3,37.0,Pre-Update
874,1486,Monthly_499,2024-05-17,2024-07-07,Not Using App,1,5,51.0,Post-Update
875,387,Quarterly_1299,2024-03-17,2024-05-23,Hard to Cancel,1,3,67.0,Post-Update
876,12,Quarterly_1299,2024-05-12,2024-06-06,Found Better App,1,5,25.0,Post-Update
877,2745,Quarterly_1299,2024-06-07,2024-08-05,Too Expensive,1,6,59.0,Post-Update
878,246,Monthly_499,2024-04-27,2024-06-17,Hard to Cancel,1,4,51.0,Post-Update
879,2458,Annual_3999,2024-02-17,,,0,2,,Pre-Update
880,2447,Quarterly_1299,2024-04-28,2024-06-09,Hard to Cancel,1,4,42.0,Post-Update
881,570,Annual_3999,2024-04-02,,,0,4,,Post-Update
882,164,Monthly_499,2024-01-12,,,0,1,,Pre-Update
883,763,Monthly_499,2024-04-29,,,0,4,,Post-Update
884,2248,Monthly_499,2024-05-14,2024-06-23,Hard to Cancel,1,5,40.0,Post-Update
885,2879,Quarterly_1299,2024-04-06,2024-05-05,Hard to Cancel,1,4,29.0,Post-Update
886,1524,Monthly_499,2024-05-25,2024-08-06,Not Using App,1,5,73.0,Post-Update
887,1742,Annual_3999,2024-04-06,,,0,4,,Post-Update
888,710,Monthly_499,2024-02-03,2024-02-20,Found Better App,1,2,17.0,Pre-Update
889,2048,Monthly_499,2024-01-08,,,0,1,,Pre-Update
890,424,Monthly_499,2024-04-02,2024-04-24,Hard to Cancel,1,4,22.0,Post-Update
891,2440,Monthly_499,2024-05-06,2024-06-29,Hard to Cancel,1,5,54.0,Post-Update
892,279,Quarterly_1299,2024-03-15,,,0,3,,Post-Update
893,248,Monthly_499,2024-03-04,2024-05-17,Not Using App,1,3,74.0,Pre-Update
894,2600,Monthly_499,2024-03-05,,,0,3,,Pre-Update
895,1385,Monthly_499,2024-06-15,2024-07-01,Hard to Cancel,1,6,16.0,Post-Update
896,1513,Annual_3999,2024-03-27,,,0,3,,Post-Update
897,2721,Monthly_499,2024-05-30,,,0,5,,Post-Update
898,718,Monthly_499,2024-01-11,,,0,1,,Pre-Update
899,1853,Quarterly_1299,2024-01-18,,,0,1,,Pre-Update
900,1111,Monthly_499,2024-02-24,2024-05-20,Not Using App,1,2,86.0,Pre-Update
901,2190,Monthly_499,2024-03-29,,,0,3,,Post-Update
902,706,Monthly_499,2024-05-21,,,0,5,,Post-Update
903,1654,Quarterly_1299,2024-06-07,2024-08-31,Too Expensive,1,6,85.0,Post-Update
904,1098,Monthly_499,2024-06-13,2024-07-07,Hard to Cancel,1,6,24.0,Post-Update
905,1594,Monthly_499,2024-03-13,,,0,3,,Pre-Update
906,261,Annual_3999,2024-05-31,2024-08-10,Too Expensive,1,5,71.0,Post-Update
907,824,Monthly_499,2024-05-29,2024-07-01,Hard to Cancel,1,5,33.0,Post-Update
908,2840,Monthly_499,2024-04-23,2024-05-03,Hard to Cancel,1,4,10.0,Post-Update
909,1651,Monthly_499,2024-05-25,2024-06-19,Too Expensive,1,5,25.0,Post-Update
910,851,Quarterly_1299,2024-05-06,2024-07-15,Hard to Cancel,1,5,70.0,Post-Update
911,1573,Monthly_499,2024-04-08,2024-05-14,Hard to Cancel,1,4,36.0,Post-Update
912,2511,Annual_3999,2024-05-04,,,0,5,,Post-Update
913,76,Monthly_499,2024-03-22,2024-06-09,Found Better App,1,3,79.0,Post-Update
914,241,Quarterly_1299,2024-04-15,,,0,4,,Post-Update
915,1002,Monthly_499,2024-04-24,,,0,4,,Post-Update
916,2890,Annual_3999,2024-01-29,2024-03-06,Not Using App,1,1,37.0,Pre-Update
917,1194,Monthly_499,2024-06-19,,,0,6,,Post-Update
918,2992,Monthly_499,2024-06-08,2024-08-16,Too Expensive,1,6,69.0,Post-Update
919,1748,Monthly_499,2024-02-08,,,0,2,,Pre-Update
920,2543,Monthly_499,2024-03-04,2024-04-21,Too Expensive,1,3,48.0,Pre-Update
921,403,Monthly_499,2024-05-12,2024-07-03,Hard to Cancel,1,5,52.0,Post-Update
922,2345,Monthly_499,2024-03-29,2024-06-13,Hard to Cancel,1,3,76.0,Post-Update
923,69,Annual_3999,2024-05-23,2024-08-13,Hard to Cancel,1,5,82.0,Post-Update
924,302,Quarterly_1299,2024-01-03,,,0,1,,Pre-Update
925,1578,Monthly_499,2024-03-03,,,0,3,,Pre-Update
926,799,Quarterly_1299,2024-01-16,,,0,1,,Pre-Update
927,1947,Quarterly_1299,2024-04-03,2024-04-16,Hard to Cancel,1,4,13.0,Post-Update
928,725,Monthly_499,2024-05-21,,,0,5,,Post-Update
929,411,Monthly_499,2024-01-16,,,0,1,,Pre-Update
930,996,Monthly_499,2024-01-02,2024-03-09,Hard to Cancel,1,1,67.0,Pre-Update
931,691,Annual_3999,2024-06-16,,,0,6,,Post-Update
932,2878,Quarterly_1299,2024-06-14,2024-07-25,Found Better App,1,6,41.0,Post-Update
933,1066,Monthly_499,2024-01-09,,,0,1,,Pre-Update
934,723,Annual_3999,2024-06-18,,,0,6,,Post-Update
935,2451,Monthly_499,2024-02-22,2024-04-24,Found Better App,1,2,62.0,Pre-Update
936,1331,Monthly_499,2024-04-13,,,0,4,,Post-Update
937,315,Monthly_499,2024-05-07,,,0,5,,Post-Update
938,165,Monthly_499,2024-03-24,2024-05-01,Too Expensive,1,3,38.0,Post-Update
939,1104,Quarterly_1299,2024-05-21,,,0,5,,Post-Update
940,2904,Monthly_499,2024-05-26,2024-06-23,Hard to Cancel,1,5,28.0,Post-Update
941,133,Quarterly_1299,2024-05-20,2024-07-19,Hard to Cancel,1,5,60.0,Post-Update
942,1368,Annual_3999,2024-01-11,,,0,1,,Pre-Update
943,1541,Monthly_499,2024-02-04,,,0,2,,Pre-Update
944,504,Monthly_499,2024-03-13,2024-06-08,Found Better App,1,3,87.0,Pre-Update
945,2998,Monthly_499,2024-01-09,,,0,1,,Pre-Update
946,839,Monthly_499,2024-03-17,2024-06-07,Hard to Cancel,1,3,82.0,Post-Update
947,2197,Quarterly_1299,2024-03-10,,,0,3,,Pre-Update
948,182,Quarterly_1299,2024-06-25,2024-08-06,Too Expensive,1,6,42.0,Post-Update
949,1777,Monthly_499,2024-02-19,2024-05-10,Hard to Cancel,1,2,81.0,Pre-Update
950,2301,Monthly_499,2024-04-10,,,0,4,,Post-Update
951,506,Annual_3999,2024-05-03,2024-07-06,Found Better App,1,5,64.0,Post-Update
952,2714,Monthly_499,2024-04-08,2024-07-02,Too Expensive,1,4,85.0,Post-Update
953,2731,Quarterly_1299,2024-06-12,2024-08-22,Hard to Cancel,1,6,71.0,Post-Update
954,1679,Quarterly_1299,2024-02-19,,,0,2,,Pre-Update
955,221,Monthly_499,2024-03-28,2024-06-18,Hard to Cancel,1,3,82.0,Post-Update
956,1643,Monthly_499,2024-04-14,,,0,4,,Post-Update
957,1691,Monthly_499,2024-03-23,2024-06-17,Hard to Cancel,1,3,86.0,Post-Update
958,2979,Monthly_499,2024-03-21,,,0,3,,Post-Update
959,1517,Monthly_499,2024-01-01,,,0,1,,Pre-Update
960,2927,Monthly_499,2024-03-11,,,0,3,,Pre-Update
961,1917,Annual_3999,2024-03-08,,,0,3,,Pre-Update
962,209,Annual_3999,2024-04-21,,,0,4,,Post-Update
963,302,Annual_3999,2024-06-04,2024-08-20,Hard to Cancel,1,6,77.0,Post-Update
964,544,Quarterly_1299,2024-03-26,,,0,3,,Post-Update
965,551,Annual_3999,2024-05-08,,,0,5,,Post-Update
966,680,Monthly_499,2024-04-20,,,0,4,,Post-Update
967,2402,Annual_3999,2024-01-14,,,0,1,,Pre-Update
968,796,Monthly_499,2024-03-16,2024-04-01,Not Using App,1,3,16.0,Post-Update
969,2521,Monthly_499,2024-05-17,2024-08-04,Found Better App,1,5,79.0,Post-Update
970,2959,Annual_3999,2024-01-31,,,0,1,,Pre-Update
971,136,Quarterly_1299,2024-03-12,2024-05-08,Found Better App,1,3,57.0,Pre-Update
972,2311,Monthly_499,2024-01-21,,,0,1,,Pre-Update
973,2828,Monthly_499,2024-06-09,2024-08-28,Hard to Cancel,1,6,80.0,Post-Update
974,1164,Monthly_499,2024-05-09,,,0,5,,Post-Update
975,1616,Monthly_499,2024-05-26,,,0,5,,Post-Update
976,1044,Quarterly_1299,2024-04-10,,,0,4,,Post-Update
977,2068,Monthly_499,2024-04-04,2024-04-29,Hard to Cancel,1,4,25.0,Post-Update
978,2236,Monthly_499,2024-02-29,2024-04-02,Hard to Cancel,1,2,33.0,Pre-Update
979,2339,Monthly_499,2024-03-31,,,0,3,,Post-Update
980,719,Monthly_499,2024-01-27,,,0,1,,Pre-Update
981,204,Monthly_499,2024-03-27,,,0,3,,Post-Update
982,2422,Quarterly_1299,2024-04-23,,,0,4,,Post-Update
983,996,Annual_3999,2024-04-13,,,0,4,,Post-Update
984,1282,Monthly_499,2024-02-28,,,0,2,,Pre-Update
985,1990,Monthly_499,2024-01-19,,,0,1,,Pre-Update
986,2438,Quarterly_1299,2024-02-14,2024-05-08,Found Better App,1,2,84.0,Pre-Update
987,1256,Monthly_499,2024-04-13,2024-06-05,Found Better App,1,4,53.0,Post-Update
988,2695,Monthly_499,2024-05-21,,,0,5,,Post-Update
989,2673,Monthly_499,2024-03-03,2024-05-16,Too Expensive,1,3,74.0,Pre-Update
990,2816,Monthly_499,2024-02-20,2024-03-28,Not Using App,1,2,37.0,Pre-Update
991,952,Annual_3999,2024-04-16,2024-06-26,Hard to Cancel,1,4,71.0,Post-Update
992,2014,Annual_3999,2024-02-02,,,0,2,,Pre-Update
993,2627,Quarterly_1299,2024-04-27,2024-07-20,Hard to Cancel,1,4,84.0,Post-Update
994,591,Monthly_499,2024-03-09,,,0,3,,Pre-Update
995,453,Monthly_499,2024-04-01,,,0,4,,Post-Update
996,2454,Annual_3999,2024-05-04,,,0,5,,Post-Update
997,1035,Quarterly_1299,2024-01-27,2024-04-23,Found Better App,1,1,87.0,Pre-Update
998,882,Quarterly_1299,2024-06-19,,,0,6,,Post-Update
999,186,Quarterly_1299,2024-03-10,,,0,3,,Pre-Update
1000,1042,Monthly_499,2024-02-08,2024-02-28,Too Expensive,1,2,20.0,Pre-Update
1001,1345,Monthly_499,2024-01-24,2024-03-20,Not Using App,1,1,56.0,Pre-Update
1002,1287,Annual_3999,2024-02-12,,,0,2,,Pre-Update
1003,350,Monthly_499,2024-02-24,,,0,2,,Pre-Update
1004,546,Annual_3999,2024-01-18,,,0,1,,Pre-Update
1005,2859,Quarterly_1299,2024-05-11,,,0,5,,Post-Update
1006,247,Quarterly_1299,2024-03-08,,,0,3,,Pre-Update
1007,2886,Quarterly_1299,2024-06-16,,,0,6,,Post-Update
1008,784,Monthly_499,2024-04-24,,,0,4,,Post-Update
1009,2117,Monthly_499,2024-04-25,2024-07-08,Not Using App,1,4,74.0,Post-Update
1010,2415,Monthly_499,2024-03-29,,,0,3,,Post-Update
1011,544,Monthly_499,2024-06-22,2024-09-13,Too Expensive,1,6,83.0,Post-Update
1012,871,Monthly_499,2024-04-23,2024-05-17,Not Using App,1,4,24.0,Post-Update
1013,452,Monthly_499,2024-04-07,,,0,4,,Post-Update
1014,468,Quarterly_1299,2024-01-11,,,0,1,,Pre-Update
1015,680,Annual_3999,2024-02-27,,,0,2,,Pre-Update
1016,227,Monthly_499,2024-05-08,2024-06-30,Hard to Cancel,1,5,53.0,Post-Update
1017,1397,Annual_3999,2024-04-29,,,0,4,,Post-Update
1018,452,Quarterly_1299,2024-01-04,2024-03-28,Hard to Cancel,1,1,84.0,Pre-Update
1019,2550,Quarterly_1299,2024-06-05,2024-06-25,Not Using App,1,6,20.0,Post-Update
1020,1615,Monthly_499,2024-02-29,2024-04-25,Not Using App,1,2,56.0,Pre-Update
1021,2342,Quarterly_1299,2024-03-12,,,0,3,,Pre-Update
1022,2744,Quarterly_1299,2024-05-05,,,0,5,,Post-Update
1023,1276,Quarterly_1299,2024-04-14,2024-06-23,Not Using App,1,4,70.0,Post-Update
1024,2830,Monthly_499,2024-02-02,,,0,2,,Pre-Update
1025,231,Quarterly_1299,2024-05-22,2024-08-13,Found Better App,1,5,83.0,Post-Update
1026,2945,Monthly_499,2024-01-13,,,0,1,,Pre-Update
1027,1895,Monthly_499,2024-06-06,2024-06-27,Too Expensive,1,6,21.0,Post-Update
1028,1397,Monthly_499,2024-04-18,2024-05-05,Found Better App,1,4,17.0,Post-Update
1029,1369,Quarterly_1299,2024-03-19,,,0,3,,Post-Update
1030,914,Monthly_499,2024-02-20,,,0,2,,Pre-Update
1031,1576,Monthly_499,2024-05-30,2024-07-20,Hard to Cancel,1,5,51.0,Post-Update
1032,1602,Monthly_499,2024-01-03,2024-01-22,Not Using App,1,1,19.0,Pre-Update
1033,2881,Monthly_499,2024-05-27,2024-06-30,Not Using App,1,5,34.0,Post-Update
1034,2529,Monthly_499,2024-06-24,,,0,6,,Post-Update
1035,722,Quarterly_1299,2024-02-25,2024-03-24,Found Better App,1,2,28.0,Pre-Update
1036,619,Quarterly_1299,2024-05-03,,,0,5,,Post-Update
1037,32,Monthly_499,2024-03-20,,,0,3,,Post-Update
1038,2821,Monthly_499,2024-02-15,,,0,2,,Pre-Update
1039,1805,Quarterly_1299,2024-06-08,2024-06-26,Hard to Cancel,1,6,18.0,Post-Update
1040,1895,Monthly_499,2024-06-26,2024-08-10,Found Better App,1,6,45.0,Post-Update
1041,1332,Monthly_499,2024-03-03,,,0,3,,Pre-Update
1042,2024,Monthly_499,2024-03-20,,,0,3,,Post-Update
