user_id,signup_date,device_type,acquisition_channel,city_tier,age_group,signup_month,signup_period
781,2024-02-19,Web,Google Ads,Tier-2,25-34,2,Pre-Update
782,2024-02-07,iOS,Google Ads,Tier-3,45+,2,Pre-Update
783,2024-03-23,Android,Google Ads,Tier-2,25-34,3,Post-Update
784,2024-01-04,Android,YouTube,Tier-3,25-34,1,Pre-Update
785,2024-03-30,Android,Google Ads,Tier-1,25-34,3,Post-Update
786,2024-03-31,iOS,YouTube,Tier-2,35-44,3,Post-Update
787,2024-01-07,Android,Organic,Tier-2,25-34,1,Pre-Update
788,2024-01-14,Web,Google Ads,Tier-1,25-34,1,Pre-Update
789,2024-06-12,Web,Instagram,Tier-3,25-34,6,Post-Update
790,2024-04-19,Web,Google Ads,Tier-1,35-44,4,Post-Update
791,2024-06-12,iOS,Organic,Tier-3,18-24,6,Post-Update
792,2024-05-31,Android,Organic,Tier-1,45+,5,Post-Update
793,2024-06-10,iOS,Google Ads,Tier-3,35-44,6,Post-Update
794,2024-02-03,Android,YouTube,Tier-3,45+,2,Pre-Update
795,2024-03-18,iOS,Google Ads,Tier-2,25-34,3,Post-Update
796,2024-02-18,Android,Organic,Tier-2,18-24,2,Pre-Update
797,2024-06-07,Android,Organic,Tier-1,25-34,6,Post-Update
798,2024-01-03,iOS,Instagram,Tier-3,35-44,1,Pre-Update
799,2024-02-29,Android,Google Ads,Tier-3,35-44,2,Pre-Update
800,2024-05-24,Android,Organic,Tier-3,45+,5,Post-Update
801,2024-04-16,iOS,YouTube,Tier-2,25-34,4,Post-Update
802,2024-04-30,Android,Google Ads,Tier-1,25-34,4,Post-Update
803,2024-02-23,Android,Instagram,Tier-2,35-44,2,Pre-Update
804,2024-02-27,Android,Organic,Tier-2,18-24,2,Pre-Update
805,2024-06-01,Web,YouTube,Tier-3,18-24,6,Post-Update
806,2024-05-02,Web,YouTube,Tier-1,18-24,5,Post-Update
807,2024-04-23,iOS,YouTube,Tier-2,25-34,4,Post-Update
808,2024-04-27,iOS,Google Ads,Tier-2,18-24,4,Post-Update
809,2024-04-11,iOS,YouTube,Tier-3,25-34,4,Post-Update
810,2024-06-02,Android,Instagram,Tier-3,18-24,6,Post-Update
811,2024-01-06,iOS,Organic,Tier-3,18-24,1,Pre-Update
812,2024-01-03,Android,Instagram,Tier-3,18-24,1,Pre-Update
813,2024-02-13,Android,Organic,Tier-2,18-24,2,Pre-Update
814,2024-02-01,Android,Organic,Tier-2,18-24,2,Pre-Update
815,2024-01-15,Android,Google Ads,Tier-1,25-34,1,Pre-Update
816,2024-03-08,Web,Instagram,Tier-1,25-34,3,Pre-Update
817,2024-06-16,iOS,Instagram,Tier-2,18-24,6,Post-Update
818,2024-01-15,iOS,YouTube,Tier-1,18-24,1,Pre-Update
819,2024-03-09,iOS,Instagram,Tier-3,35-44,3,Pre-Update
820,2024-04-02,iOS,Google Ads,Tier-1,25-34,4,Post-Update
821,2024-04-06,Web,YouTube,Tier-1,25-34,4,Post-Update
822,2024-02-13,iOS,Organic,Tier-1,45+,2,Pre-Update
823,2024-02-15,Android,Google Ads,Tier-3,35-44,2,Pre-Update
824,2024-03-30,Web,Organic,Tier-3,35-44,3,Post-Update
825,2024-03-19,Android,Google Ads,Tier-2,18-24,3,Post-Update
826,2024-05-08,Web,Instagram,Tier-3,35-44,5,Post-Update
827,2024-04-13,Android,Organic,Tier-1,25-34,4,Post-Update
828,2024-06-17,Android,Google Ads,Tier-2,35-44,6,Post-Update
829,2024-04-09,iOS,Instagram,Tier-3,45+,4,Post-Update
830,2024-06-24,Android,Google Ads,Tier-1,18-24,6,Post-Update
831,2024-06-06,Android,Google Ads,Tier-1,35-44,6,Post-Update
832,2024-04-23,Android,Instagram,Tier-3,18-24,4,Post-Update
833,2024-02-06,iOS,Organic,Tier-2,45+,2,Pre-Update
834,2024-01-13,Android,Instagram,Tier-1,18-24,1,Pre-Update
835,2024-04-06,Android,Organic,Tier-1,18-24,4,Post-Update
836,2024-03-15,Android,Organic,Tier-1,35-44,3,Post-Update
837,2024-05-16,Web,Google Ads,Tier-2,35-44,5,Post-Update
838,2024-04-27,Web,Google Ads,Tier-1,35-44,4,Post-Update
839,2024-01-31,Web,Google Ads,Tier-1,18-24,1,Pre-Update
840,2024-01-12,Android,Instagram,Tier-3,45+,1,Pre-Update
841,2024-05-06,iOS,Organic,Tier-3,25-34,5,Post-Update
842,2024-01-21,Android,YouTube,Tier-1,18-24,1,Pre-Update
843,2024-04-18,iOS,Google Ads,Tier-2,25-34,4,Post-Update
844,2024-05-10,Android,YouTube,Tier-3,45+,5,Post-Update
845,2024-06-12,Web,Instagram,Tier-1,35-44,6,Post-Update
846,2024-06-15,iOS,YouTube,Tier-2,45+,6,Post-Update
847,2024-05-22,Android,YouTube,Tier-3,45+,5,Post-Update
848,2024-04-06,iOS,Organic,Tier-1,35-44,4,Post-Update
849,2024-05-23,Android,YouTube,Tier-2,25-34,5,Post-Update
850,2024-02-17,iOS,Instagram,Tier-3,35-44,2,Pre-Update
851,2024-01-16,Android,Organic,Tier-1,45+,1,Pre-Update
852,2024-03-11,iOS,YouTube,Tier-1,35-44,3,Pre-Update
853,2024-01-29,Android,YouTube,Tier-3,18-24,1,Pre-Update
854,2024-01-15,Android,Instagram,Tier-1,18-24,1,Pre-Update
855,2024-06-17,Android,Organic,Tier-1,25-34,6,Post-Update
856,2024-01-15,Android,Google Ads,Tier-2,25-34,1,Pre-Update
857,2024-05-06,Android,YouTube,Tier-2,25-34,5,Post-Update
858,2024-04-12,iOS,Google Ads,Tier-1,18-24,4,Post-Update
859,2024-05-17,Android,Google Ads,Tier-1,18-24,5,Post-Update
860,2024-06-07,iOS,Google Ads,Tier-1,35-44,6,Post-Update
861,2024-04-03,Android,Instagram,Tier-2,35-44,4,Post-Update
862,2024-01-04,iOS,Google Ads,Tier-2,45+,1,Pre-Update
863,2024-01-31,iOS,Google Ads,Tier-3,25-34,1,Pre-Update
864,2024-06-28,Web,Organic,Tier-1,35-44,6,Post-Update
865,2024-06-12,Web,Organic,Tier-2,35-44,6,Post-Update
866,2024-03-05,iOS,Google Ads,Tier-3,35-44,3,Pre-Update
867,2024-05-04,iOS,YouTube,Tier-3,25-34,5,Post-Update
868,2024-04-20,iOS,YouTube,Tier-2,45+,4,Post-Update
869,2024-05-09,Android,Organic,Tier-3,25-34,5,Post-Update
870,2024-01-05,Android,YouTube,Tier-2,25-34,1,Pre-Update
871,2024-01-08,Android,Instagram,Tier-2,35-44,1,Pre-Update
872,2024-06-03,Web,YouTube,Tier-1,25-34,6,Post-Update
873,2024-05-01,Android,YouTube,Tier-2,25-34,5,Post-Update
874,2024-03-25,iOS,Instagram,Tier-1,18-24,3,Post-Update
875,2024-04-26,iOS,YouTube,Tier-2,35-44,4,Post-Update
876,2024-05-07,Android,Instagram,Tier-3,45+,5,Post-Update
877,2024-02-18,iOS,YouTube,Tier-2,18-24,2,Pre-Update
878,2024-05-06,iOS,Organic,Tier-3,18-24,5,Post-Update
879,2024-05-26,Android,YouTube,Tier-1,18-24,5,Post-Update
880,2024-05-14,Web,YouTube,Tier-1,18-24,5,Post-Update
881,2024-01-07,Android,YouTube,Tier-2,45+,1,Pre-Update
882,2024-03-10,iOS,YouTube,Tier-1,18-24,3,Pre-Update
883,2024-05-02,Android,Google Ads,Tier-2,45+,5,Post-Update
884,2024-03-06,iOS,Google Ads,Tier-2,18-24,3,Pre-Update
885,2024-06-23,iOS,YouTube,Tier-2,45+,6,Post-Update
886,2024-06-09,Web,YouTube,Tier-2,25-34,6,Post-Update
887,2024-04-29,Web,Organic,Tier-2,45+,4,Post-Update
888,2024-05-31,Web,YouTube,Tier-1,45+,5,Post-Update
889,2024-05-08,iOS,Google Ads,Tier-2,45+,5,Post-Update
890,2024-02-02,Android,Organic,Tier-2,18-24,2,Pre-Update
891,2024-01-25,Android,Google Ads,Tier-1,45+,1,Pre-Update
892,2024-04-23,Web,Instagram,Tier-3,35-44,4,Post-Update
893,2024-03-09,Android,YouTube,Tier-3,45+,3,Pre-Update
894,2024-02-14,Web,Instagram,Tier-2,35-44,2,Pre-Update
895,2024-06-29,Web,YouTube,Tier-1,35-44,6,Post-Update
896,2024-05-15,Android,Instagram,Tier-3,35-44,5,Post-Update
897,2024-05-12,iOS,Instagram,Tier-3,18-24,5,Post-Update
898,2024-06-17,iOS,Google Ads,Tier-3,35-44,6,Post-Update
899,2024-03-19,iOS,YouTube,Tier-3,25-34,3,Post-Update
900,2024-03-03,iOS,YouTube,Tier-2,25-34,3,Pre-Update
901,2024-04-28,iOS,Instagram,Tier-3,35-44,4,Post-Update
902,2024-04-24,Web,Instagram,Tier-1,25-34,4,Post-Update
903,2024-04-23,iOS,Instagram,Tier-2,45+,4,Post-Update
904,2024-05-31,Android,Google Ads,Tier-2,45+,5,Post-Update
905,2024-01-24,Android,YouTube,Tier-1,18-24,1,Pre-Update
906,2024-02-05,iOS,Instagram,Tier-1,25-34,2,Pre-Update
907,2024-02-02,iOS,Organic,Tier-1,25-34,2,Pre-Update
908,2024-01-15,Android,YouTube,Tier-1,35-44,1,Pre-Update
909,2024-06-14,Android,Google Ads,Tier-1,25-34,6,Post-Update
910,2024-06-02,Web,Google Ads,Tier-1,18-24,6,Post-Update
911,2024-06-04,Android,YouTube,Tier-2,18-24,6,Post-Update
912,2024-04-23,iOS,YouTube,Tier-1,18-24,4,Post-Update
913,2024-03-15,Web,Instagram,Tier-1,35-44,3,Post-Update
914,2024-01-10,Android,Google Ads,Tier-3,18-24,1,Pre-Update
915,2024-03-03,iOS,Google Ads,Tier-1,25-34,3,Pre-Update
916,2024-05-12,Android,Instagram,Tier-2,45+,5,Post-Update
917,2024-03-14,iOS,Google Ads,Tier-1,35-44,3,Pre-Update
918,2024-06-29,Web,Google Ads,Tier-2,25-34,6,Post-Update
919,2024-04-25,iOS,YouTube,Tier-2,25-34,4,Post-Update
920,2024-04-29,Web,YouTube,Tier-2,25-34,4,Post-Update
921,2024-01-11,Web,Instagram,Tier-2,45+,1,Pre-Update
922,2024-04-22,Web,Google Ads,Tier-3,25-34,4,Post-Update
923,2024-03-26,iOS,Google Ads,Tier-2,45+,3,Post-Update
924,2024-04-03,Web,YouTube,Tier-3,25-34,4,Post-Update
925,2024-02-04,iOS,YouTube,Tier-2,35-44,2,Pre-Update
926,2024-04-10,Android,Google Ads,Tier-1,18-24,4,Post-Update
927,2024-06-13,Android,Instagram,Tier-3,45+,6,Post-Update
928,2024-04-25,Web,Google Ads,Tier-1,45+,4,Post-Update
929,2024-06-24,iOS,Instagram,Tier-3,18-24,6,Post-Update
930,2024-03-09,Android,Google Ads,Tier-3,25-34,3,Pre-Update
931,2024-06-23,Web,YouTube,Tier-3,25-34,6,Post-Update
932,2024-04-15,Android,Google Ads,Tier-2,18-24,4,Post-Update
933,2024-02-15,Android,YouTube,Tier-2,25-34,2,Pre-Update
934,2024-05-15,Web,Google Ads,Tier-1,45+,5,Post-Update
935,2024-02-08,Android,Google Ads,Tier-1,18-24,2,Pre-Update
936,2024-06-18,Web,Instagram,Tier-3,25-34,6,Post-Update
937,2024-05-02,Android,YouTube,Tier-2,45+,5,Post-Update
938,2024-06-19,Web,Instagram,Tier-2,45+,6,Post-Update
939,2024-05-28,Android,Google Ads,Tier-3,45+,5,Post-Update
940,2024-01-06,iOS,Google Ads,Tier-1,18-24,1,Pre-Update
941,2024-01-14,iOS,Organic,Tier-2,18-24,1,Pre-Update
942,2024-02-08,iOS,Instagram,Tier-1,25-34,2,Pre-Update
943,2024-05-13,Android,Organic,Tier-3,45+,5,Post-Update
944,2024-05-18,Android,Google Ads,Tier-1,25-34,5,Post-Update
945,2024-03-01,Web,YouTube,Tier-1,45+,3,Pre-Update
946,2024-01-02,Android,Organic,Tier-3,25-34,1,Pre-Update
947,2024-06-26,iOS,Organic,Tier-2,35-44,6,Post-Update
948,2024-02-24,Web,Organic,Tier-1,25-34,2,Pre-Update
949,2024-01-23,Web,Organic,Tier-1,45+,1,Pre-Update
950,2024-03-01,Android,YouTube,Tier-1,35-44,3,Pre-Update
951,2024-02-25,iOS,Organic,Tier-3,18-24,2,Pre-Update
952,2024-02-11,Android,Organic,Tier-2,25-34,2,Pre-Update
953,2024-04-11,Web,YouTube,Tier-2,45+,4,Post-Update
954,2024-02-20,Android,Organic,Tier-2,18-24,2,Pre-Update
955,2024-05-08,Android,Organic,Tier-3,25-34,5,Post-Update
956,2024-06-15,Android,YouTube,Tier-1,45+,6,Post-Update
957,2024-03-29,Web,Google Ads,Tier-2,25-34,3,Post-Update
958,2024-06-13,Android,Instagram,Tier-3,25-34,6,Post-Update
959,2024-04-27,Android,YouTube,Tier-2,18-24,4,Post-Update
960,2024-06-20,Android,Google Ads,Tier-1,35-44,6,Post-Update
961,2024-06-24,iOS,Instagram,Tier-2,18-24,6,Post-Update
962,2024-01-09,Android,Google Ads,Tier-3,25-34,1,Pre-Update
963,2024-06-06,Android,Google Ads,Tier-3,18-24,6,Post-Update
964,2024-03-16,Web,YouTube,Tier-3,35-44,3,Post-Update
965,2024-03-04,Web,Google Ads,Tier-1,35-44,3,Pre-Update
966,2024-05-29,Web,Instagram,Tier-1,25-34,5,Post-Update
967,2024-03-16,iOS,Google Ads,Tier-1,18-24,3,Post-Update
968,2024-06-11,Web,Google Ads,Tier-2,35-44,6,Post-Update
969,2024-02-17,Android,Google Ads,Tier-1,18-24,2,Pre-Update
970,2024-01-16,iOS,YouTube,Tier-3,18-24,1,Pre-Update
971,2024-05-12,iOS,YouTube,Tier-1,18-24,5,Post-Update
972,2024-03-17,Web,Instagram,Tier-3,25-34,3,Post-Update
973,2024-01-15,Android,Instagram,Tier-1,18-24,1,Pre-Update
974,2024-06-05,Android,Google Ads,Tier-3,25-34,6,Post-Update
975,2024-06-28,Android,Instagram,Tier-1,45+,6,Post-Update
976,2024-02-14,Android,Google Ads,Tier-1,18-24,2,Pre-Update
977,2024-04-07,Web,YouTube,Tier-1,18-24,4,Post-Update
978,2024-05-10,Android,Instagram,Tier-1,45+,5,Post-Update
979,2024-04-12,Android,Google Ads,Tier-2,25-34,4,Post-Update
980,2024-04-27,iOS,YouTube,Tier-1,25-34,4,Post-Update
981,2024-01-04,Web,Instagram,Tier-2,18-24,1,Pre-Update
982,2024-02-01,Android,YouTube,Tier-1,45+,2,Pre-Update
983,2024-02-20,Web,Organic,Tier-1,18-24,2,Pre-Update
984,2024-04-11,Web,Google Ads,Tier-2,35-44,4,Post-Update
985,2024-04-16,iOS,YouTube,Tier-1,18-24,4,Post-Update
986,2024-01-12,Android,Google Ads,Tier-1,18-24,1,Pre-Update
987,2024-01-24,iOS,Instagram,Tier-2,18-24,1,Pre-Update
988,2024-01-25,Web,Instagram,Tier-2,25-34,1,Pre-Update
989,2024-05-01,Android,Instagram,Tier-2,45+,5,Post-Update
990,2024-04-08,iOS,Instagram,Tier-2,45+,4,Post-Update
991,2024-02-28,Web,YouTube,Tier-2,25-34,2,Pre-Update
992,2024-02-03,iOS,Instagram,Tier-3,25-34,2,Pre-Update
993,2024-06-24,iOS,YouTube,Tier-1,18-24,6,Post-Update
994,2024-03-31,Android,Organic,Tier-1,35-44,3,Post-Update
995,2024-01-14,iOS,Google Ads,Tier-2,18-24,1,Pre-Update
996,2024-06-08,Web,Google Ads,Tier-1,25-34,6,Post-Update
997,2024-04-04,Web,Organic,Tier-3,18-24,4,Post-Update
998,2024-04-06,Android,Organic,Tier-3,45+,4,Post-Update
999,2024-03-09,Android,YouTube,Tier-1,45+,3,Pre-Update
1000,2024-02-24,iOS,Google Ads,Tier-3,18-24,2,Pre-Update
1001,2024-02-08,Web,Google Ads,Tier-1,25-34,2,Pre-Update
1002,2024-05-07,iOS,Google Ads,Tier-3,35-44,5,Post-Update
1003,2024-01-22,iOS,YouTube,Tier-2,18-24,1,Pre-Update
1004,2024-03-22,Web,Google Ads,Tier-3,25-34,3,Post-Update
1005,2024-03-03,iOS,Instagram,Tier-3,35-44,3,Pre-Update
1006,2024-01-21,iOS,YouTube,Tier-3,18-24,1,Pre-Update
1007,2024-03-25,Android,Instagram,Tier-2,18-24,3,Post-Update
1008,2024-02-05,Android,Organic,Tier-1,18-24,2,Pre-Update
1009,2024-04-06,iOS,YouTube,Tier-1,18-24,4,Post-Update
1010,2024-02-24,Web,YouTube,Tier-1,18-24,2,Pre-Update
1011,2024-02-04,Web,Instagram,Tier-2,18-24,2,Pre-Update
1012,2024-01-25,Android,Instagram,Tier-2,18-24,1,Pre-Update
1013,2024-02-11,Android,Instagram,Tier-2,25-34,2,Pre-Update
1014,2024-06-25,iOS,YouTube,Tier-3,25-34,6,Post-Update
1015,2024-03-27,Web,Google Ads,Tier-1,25-34,3,Post-Update
1016,2024-03-28,Android,Instagram,Tier-1,25-34,3,Post-Update
1017,2024-04-12,Android,Organic,Tier-3,35-44,4,Post-Update
1018,2024-01-29,Web,Instagram,Tier-3,25-34,1,Pre-Update
1019,2024-03-21,iOS,Organic,Tier-3,45+,3,Post-Update
1020,2024-02-27,Web,Instagram,Tier-2,25-34,2,Pre-Update
1021,2024-02-18,Android,Google Ads,Tier-3,25-34,2,Pre-Update
1022,2024-01-28,Android,YouTube,Tier-1,18-24,1,Pre-Update
1023,2024-01-12,iOS,Google Ads,Tier-2,25-34,1,Pre-Update
1024,2024-03-04,iOS,Instagram,Tier-3,35-44,3,Pre-Update
1025,2024-05-04,Web,Organic,Tier-3,18-24,5,Post-Update
1026,2024-04-21,Web,Instagram,Tier-2,18-24,4,Post-Update
1027,2024-04-25,iOS,Organic,Tier-3,25-34,4,Post-Update
1028,2024-02-09,Web,Instagram,Tier-3,25-34,2,Pre-Update
1029,2024-06-18,iOS,Instagram,Tier-3,18-24,6,Post-Update
1030,2024-01-04,Android,Instagram,Tier-3,35-44,1,Pre-Update
1031,2024-06-06,Web,Organic,Tier-1,35-44,6,Post-Update
1032,2024-06-24,iOS,Google Ads,Tier-3,35-44,6,Post-Update
1033,2024-02-08,Web,YouTube,Tier-2,35-44,2,Pre-Update
1034,2024-03-21,Android,Instagram,Tier-1,25-34,3,Post-Update
1035,2024-06-27,Web,Instagram,Tier-2,45+,6,Post-Update
1036,2024-02-18,Android,Google Ads,Tier-2,45+,2,Pre-Update
1037,2024-02-22,Web,Instagram,Tier-1,45+,2,Pre-Update
1038,2024-05-28,Android,YouTube,Tier-2,35-44,5,Post-Update
1039,2024-03-21,Android,Instagram,Tier-3,25-34,3,Post-Update
1040,2024-04-01,Android,Organic,Tier-3,45+,4,Post-Update
1041,2024-02-11,iOS,Google Ads,Tier-2,25-34,2,Pre-Update
1042,2024-06-26,Web,Google Ads,Tier-1,35-44,6,Post-Update
1043,2024-03-27,Android,Google Ads,Tier-1,35-44,3,Post-Update
1044,2024-06-13,Android,Google Ads,Tier-3,18-24,6,Post-Update
1045,2024-05-15,iOS,Instagram,Tier-3,35-44,5,Post-Update
1046,2024-04-30,Android,Instagram,Tier-3,45+,4,Post-Update
1047,2024-02-17,iOS,Google Ads,Tier-3,18-24,2,Pre-Update
1048,2024-01-12,iOS,YouTube,Tier-3,35-44,1,Pre-Update
1049,2024-04-02,Android,Google Ads,Tier-2,25-34,4,Post-Update
1050,2024-04-22,Android,Google Ads,Tier-2,45+,4,Post-Update
1051,2024-05-20,Android,Instagram,Tier-2,25-34,5,Post-Update
1052,2024-01-13,Android,YouTube,Tier-1,35-44,1,Pre-Update
1053,2024-03-02,iOS,Google Ads,Tier-3,18-24,3,Pre-Update
1054,2024-03-04,Android,Instagram,Tier-3,45+,3,Pre-Update
1055,2024-06-09,Android,Organic,Tier-2,35-44,6,Post-Update
1056,2024-04-02,Android,Organic,Tier-1,25-34,4,Post-Update
1057,2024-06-13,Android,YouTube,Tier-3,25-34,6,Post-Update
1058,2024-02-25,iOS,YouTube,Tier-2,45+,2,Pre-Update
1059,2024-06-15,Android,Instagram,Tier-3,25-34,6,Post-Update
1060,2024-01-13,Web,YouTube,Tier-2,25-34,1,Pre-Update
1061,2024-05-10,Android,Instagram,Tier-2,35-44,5,Post-Update
1062,2024-01-08,iOS,YouTube,Tier-2,45+,1,Pre-Update
1063,2024-06-10,iOS,Google Ads,Tier-3,45+,6,Post-Update
1064,2024-01-17,iOS,Organic,Tier-1,25-34,1,Pre-Update
1065,2024-05-24,Android,YouTube,Tier-1,18-24,5,Post-Update
1066,2024-03-03,Android,Google Ads,Tier-2,18-24,3,Pre-Update
1067,2024-06-08,iOS,Google Ads,Tier-1,18-24,6,Post-Update
1068,2024-05-27,Web,Organic,Tier-1,45+,5,Post-Update
1069,2024-03-16,iOS,Organic,Tier-2,25-34,3,Post-Update
1070,2024-04-26,Android,Instagram,Tier-3,45+,4,Post-Update
1071,2024-01-27,iOS,Instagram,Tier-3,18-24,1,Pre-Update
1072,2024-05-03,iOS,Instagram,Tier-2,25-34,5,Post-Update
1073,2024-03-29,Android,YouTube,Tier-2,18-24,3,Post-Update
1074,2024-02-29,Android,Google Ads,Tier-2,35-44,2,Pre-Update
1075,2024-06-07,iOS,Google Ads,Tier-3,45+,6,Post-Update
1076,2024-01-19,iOS,Google Ads,Tier-1,35-44,1,Pre-Update
1077,2024-02-28,iOS,Organic,Tier-2,18-24,2,Pre-Update
1078,2024-04-28,Web,Organic,Tier-3,35-44,4,Post-Update
1079,2024-05-31,Android,Google Ads,Tier-1,25-34,5,Post-Update
1080,2024-02-07,Android,Google Ads,Tier-1,18-24,2,Pre-Update
1081,2024-02-18,Web,YouTube,Tier-2,18-24,2,Pre-Update
1082,2024-04-03,Web,Google Ads,Tier-2,35-44,4,Post-Update
1083,2024-02-03,iOS,YouTube,Tier-2,18-24,2,Pre-Update
1084,2024-02-24,iOS,Organic,Tier-1,18-24,2,Pre-Update
1085,2024-05-20,Web,Organic,Tier-3,35-44,5,Post-Update
1086,2024-04-01,Web,YouTube,Tier-1,35-44,4,Post-Update
1087,2024-04-06,Android,YouTube,Tier-1,25-34,4,Post-Update
1088,2024-03-18,iOS,Instagram,Tier-3,35-44,3,Post-Update
1089,2024-03-17,Android,Organic,Tier-3,25-34,3,Post-Update
1090,2024-05-29,iOS,Google Ads,Tier-3,45+,5,Post-Update
1091,2024-01-08,iOS,Instagram,Tier-3,35-44,1,Pre-Update
1092,2024-05-27,Web,YouTube,Tier-1,18-24,5,Post-Update
1093,2024-05-11,iOS,Google Ads,Tier-3,18-24,5,Post-Update
1094,2024-06-11,iOS,Google Ads,Tier-3,25-34,6,Post-Update
1095,2024-06-08,Web,Instagram,Tier-2,45+,6,Post-Update
1096,2024-05-07,iOS,Instagram,Tier-3,25-34,5,Post-Update
1097,2024-06-27,Android,YouTube,Tier-3,35-44,6,Post-Update
1098,2024-02-16,Web,Instagram,Tier-1,35-44,2,Pre-Update
1099,2024-05-19,iOS,Google Ads,Tier-1,25-34,5,Post-Update
1100,2024-06-14,Android,Organic,Tier-2,45+,6,Post-Update
1101,2024-06-14,Web,YouTube,Tier-1,35-44,6,Post-Update
1102,2024-06-11,Web,Google Ads,Tier-3,25-34,6,Post-Update
1103,2024-04-06,Web,Instagram,Tier-3,25-34,4,Post-Update
1104,2024-05-19,Android,Organic,Tier-3,35-44,5,Post-Update
1105,2024-04-27,Web,YouTube,Tier-3,18-24,4,Post-Update
1106,2024-04-01,Android,Google Ads,Tier-2,25-34,4,Post-Update
1107,2024-03-20,iOS,Organic,Tier-2,25-34,3,Post-Update
1108,2024-05-09,Android,Google Ads,Tier-2,25-34,5,Post-Update
1109,2024-04-05,Web,Google Ads,Tier-3,35-44,4,Post-Update
1110,2024-06-09,Android,Organic,Tier-2,25-34,6,Post-Update
1111,2024-01-20,iOS,Organic,Tier-2,35-44,1,Pre-Update
1112,2024-04-04,Android,YouTube,Tier-2,25-34,4,Post-Update
1113,2024-04-26,Web,Google Ads,Tier-1,35-44,4,Post-Update
1114,2024-02-22,Android,Instagram,Tier-2,45+,2,Pre-Update
1115,2024-06-17,iOS,YouTube,Tier-1,18-24,6,Post-Update
1116,2024-04-03,Web,Organic,Tier-2,35-44,4,Post-Update
1117,2024-01-09,Android,Instagram,Tier-2,18-24,1,Pre-Update
1118,2024-01-18,Android,YouTube,Tier-1,35-44,1,Pre-Update
1119,2024-02-06,iOS,Instagram,Tier-3,35-44,2,Pre-Update
1120,2024-02-06,Android,Google Ads,Tier-3,25-34,2,Pre-Update
1121,2024-06-29,iOS,YouTube,Tier-3,18-24,6,Post-Update
1122,2024-06-16,Android,Organic,Tier-1,25-34,6,Post-Update
1123,2024-06-26,Web,Organic,Tier-3,35-44,6,Post-Update
1124,2024-04-02,iOS,YouTube,Tier-3,25-34,4,Post-Update
1125,2024-01-11,Web,YouTube,Tier-3,18-24,1,Pre-Update
1126,2024-06-16,Web,Instagram,Tier-3,18-24,6,Post-Update
1127,2024-04-26,Android,Organic,Tier-3,25-34,4,Post-Update
1128,2024-03-27,Android,Google Ads,Tier-1,25-34,3,Post-Update
1129,2024-03-03,Android,Instagram,Tier-3,18-24,3,Pre-Update
1130,2024-04-06,iOS,YouTube,Tier-1,35-44,4,Post-Update
1131,2024-01-02,iOS,Instagram,Tier-3,45+,1,Pre-Update
1132,2024-02-02,iOS,YouTube,Tier-1,45+,2,Pre-Update
1133,2024-02-08,Android,Instagram,Tier-1,25-34,2,Pre-Update
1134,2024-05-20,Web,Google Ads,Tier-2,18-24,5,Post-Update
1135,2024-03-06,Web,Organic,Tier-3,25-34,3,Pre-Update
1136,2024-03-05,Web,Instagram,Tier-2,45+,3,Pre-Update
1137,2024-03-02,Android,Organic,Tier-1,35-44,3,Pre-Update
1138,2024-03-11,iOS,YouTube,Tier-2,35-44,3,Pre-Update
1139,2024-04-23,Android,Google Ads,Tier-1,45+,4,Post-Update
1140,2024-06-11,iOS,Instagram,Tier-3,18-24,6,Post-Update
1141,2024-06-11,Web,Instagram,Tier-3,25-34,6,Post-Update
1142,2024-04-22,iOS,Google Ads,Tier-2,18-24,4,Post-Update
1143,2024-03-25,iOS,Organic,Tier-3,18-24,3,Post-Update
1144,2024-04-23,Android,Instagram,Tier-1,45+,4,Post-Update
1145,2024-03-11,Android,Instagram,Tier-1,35-44,3,Pre-Update
1146,2024-02-07,iOS,YouTube,Tier-1,25-34,2,Pre-Update
1147,2024-06-10,Android,Instagram,Tier-3,35-44,6,Post-Update
1148,2024-04-06,Android,Instagram,Tier-3,25-34,4,Post-Update
1149,2024-02-01,Android,Instagram,Tier-1,18-24,2,Pre-Update
1150,2024-04-25,iOS,Instagram,Tier-1,45+,4,Post-Update
1151,2024-03-01,iOS,YouTube,Tier-1,25-34,3,Pre-Update
1152,2024-06-06,Web,Instagram,Tier-1,18-24,6,Post-Update
1153,2024-02-18,Android,Organic,Tier-2,18-24,2,Pre-Update
1154,2024-06-11,iOS,Organic,Tier-2,25-34,6,Post-Update
1155,2024-02-15,iOS,Google Ads,Tier-2,25-34,2,Pre-Update
1156,2024-03-19,Android,YouTube,Tier-2,35-44,3,Post-Update
1157,2024-05-24,Web,Instagram,Tier-1,25-34,5,Post-Update
1158,2024-05-10,Android,YouTube,Tier-1,45+,5,Post-Update
1159,2024-03-10,Web,YouTube,Tier-3,25-34,3,Pre-Update
1160,2024-02-20,iOS,YouTube,Tier-2,35-44,2,Pre-Update
1161,2024-05-04,Android,Google Ads,Tier-1,35-44,5,Post-Update
1162,2024-05-01,Android,Organic,Tier-3,25-34,5,Post-Update
1163,2024-04-12,Android,YouTube,Tier-1,18-24,4,Post-Update
1164,2024-06-26,Android,Instagram,Tier-1,35-44,6,Post-Update
1165,2024-03-31,Web,Google Ads,Tier-1,25-34,3,Post-Update
1166,2024-06-16,iOS,Organic,Tier-3,45+,6,Post-Update
1167,2024-02-22,iOS,YouTube,Tier-3,35-44,2,Pre-Update
